,Unnamed: 0,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,DATE,TIME,DAY,MIN,DATETIME,MATCH_TENTH_KM
6867,6867,I192016860,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,B3,407,,2019-03-06 13:56,2019,3,Wednesday,13,Part Three,OLD MORTON ST,42.27294749,-71.07154272,"(42.27294749, -71.07154272)",2019-03-06,13:56,6,56,2019-03-06 13:56,TRUE
6869,6869,I192014454,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,B3,407,,2019-02-25 11:03,2019,2,Monday,11,Part Three,OLD MORTON ST,42.27294749,-71.07154272,"(42.27294749, -71.07154272)",2019-02-25,11:03,25,3,2019-02-25 11:03,TRUE
6871,6871,I192011060,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,B3,407,,2019-02-11 14:54,2019,2,Monday,14,Part Three,OLD MORTON ST,42.27294749,-71.07154272,"(42.27294749, -71.07154272)",2019-02-11,14:54,11,54,2019-02-11 14:54,TRUE
6935,6935,I192046497,3115,Investigate Person,INVESTIGATE PERSON,E5,722,,2019-06-19 13:44,2019,6,Wednesday,13,Part Three,SPRING ST,42.27320153,-71.17059169,"(42.27320153, -71.17059169)",2019-06-19,13:44,19,44,2019-06-19 13:44,TRUE
6946,6946,192099964,2662,,BALLISTICS EVIDENCE/FOUND,B3,408,1,2019-12-11 11:45,2019,12,Wednesday,11,,TEMPLE ST,42.273274,-71.072513,"(42.27327400, -71.07251300)",2019-12-11,11:45,11,45,2019-12-11 11:45,TRUE
6948,6948,192094276,3501,,MISSING PERSON,B3,408,0,2019-11-21 11:39,2019,11,Thursday,11,,TEMPLE ST,42.273274,-71.072513,"(42.27327400, -71.07251300)",2019-11-21,11:39,21,39,2019-11-21 11:39,TRUE
7095,7095,192085473,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,410,0,2019-10-22 8:30,2019,10,Tuesday,8,,SANFORD ST,42.273705,-71.073333,"(42.27370500, -71.07333300)",2019-10-22,8:30,22,30,2019-10-22 8:30,TRUE
7096,7096,I192024785,3201,Property Lost,PROPERTY - LOST,B3,408,,2019-04-01 13:40,2019,4,Monday,13,Part Three,SANFORD ST,42.27370591,-71.07333329,"(42.27370591, -71.07333329)",2019-04-01,13:40,1,40,2019-04-01 13:40,TRUE
7223,7223,I192015292,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",B3,410,,2019-02-28 8:36,2019,2,Thursday,8,Part Three,SANFORD ST,42.27388143,-71.07226814,"(42.27388143, -71.07226814)",2019-02-28,8:36,28,36,2019-02-28 8:36,TRUE
7432,7432,I192022357,3410,Towed,TOWED MOTOR VEHICLE,E5,722,,2019-03-27 9:37,2019,3,Wednesday,9,Part Three,SPRING ST,42.27448447,-71.16892048,"(42.27448447, -71.16892048)",2019-03-27,9:37,27,37,2019-03-27 9:37,TRUE
7578,7578,192090015,3119,,FIREARM/WEAPON - FOUND OR CONFISCATED,B3,410,0,2019-11-06 14:21,2019,11,Wednesday,14,,,42.274994,-71.072189,"(42.27499400, -71.07218900)",2019-11-06,14:21,6,21,2019-11-06 14:21,TRUE
7737,7737,I192078128,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,E18,490,,2019-09-27 15:00,2019,9,Friday,15,Part Three,CUMMINS HWY,42.275316,-71.11081942,"(42.27531600, -71.11081942)",2019-09-27,15:00,27,0,2019-09-27 15:00,TRUE
7753,7753,I192066328,619,Larceny,LARCENY ALL OTHERS,E5,722,,2019-08-22 10:00,2019,8,Thursday,10,Part One,BAKER ST,42.27535177,-71.16708061,"(42.27535177, -71.16708061)",2019-08-22,10:00,22,0,2019-08-22 10:00,TRUE
7754,7754,I192066328,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,E5,722,,2019-08-22 10:00,2019,8,Thursday,10,Part Two,BAKER ST,42.27535177,-71.16708061,"(42.27535177, -71.16708061)",2019-08-22,10:00,22,0,2019-08-22 10:00,TRUE
7755,7755,I192063382,1001,Counterfeiting,FORGERY / COUNTERFEITING,E5,722,,2019-08-12 13:18,2019,8,Monday,13,Part Two,BAKER ST,42.27535177,-71.16708061,"(42.27535177, -71.16708061)",2019-08-12,13:18,12,18,2019-08-12 13:18,TRUE
8156,8156,192095391,3115,,INVESTIGATE PERSON,E5,726,0,2019-11-25 13:09,2019,11,Monday,13,,SPRING ST,42.276213,-71.166512,"(42.27621300, -71.16651200)",2019-11-25,13:09,25,9,2019-11-25 13:09,TRUE
8157,8157,192092559,801,,ASSAULT - SIMPLE,E5,726,0,2019-11-15 14:06,2019,11,Friday,14,,SPRING ST,42.276213,-71.166512,"(42.27621300, -71.16651200)",2019-11-15,14:06,15,6,2019-11-15 14:06,TRUE
8159,8159,I192068573,3115,Investigate Person,INVESTIGATE PERSON,E5,726,,2019-08-29 9:38,2019,8,Thursday,9,Part Three,SPRING ST,42.27621405,-71.16651219,"(42.27621405, -71.16651219)",2019-08-29,9:38,29,38,2019-08-29 9:38,TRUE
8160,8160,I192063710,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E5,726,,2019-08-14 11:43,2019,8,Wednesday,11,Part Two,SPRING ST,42.27621405,-71.16651219,"(42.27621405, -71.16651219)",2019-08-14,11:43,14,43,2019-08-14 11:43,TRUE
8317,8317,I192031769,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,551,,2019-04-30 10:55,2019,4,Tuesday,10,Part Three,CORNELL ST,42.27650961,-71.13100618,"(42.27650961, -71.13100618)",2019-04-30,10:55,30,55,2019-04-30 10:55,TRUE
8430,8430,192097128,617,,LARCENY THEFT FROM BUILDING,E18,957,0,2019-11-26 8:30,2019,11,Tuesday,8,,CLIFFMONT ST,42.276682,-71.120652,"(42.27668200, -71.12065200)",2019-11-26,8:30,26,30,2019-11-26 8:30,TRUE
8522,8522,I192060328,724,Auto Theft,AUTO THEFT,B3,414,,2019-08-02 21:00,2019,8,Friday,21,Part One,PLEASANT HILL AVE,42.27680536,-71.07233984,"(42.27680536, -71.07233984)",2019-08-02,21:00,2,0,2019-08-02 21:00,TRUE
8770,8770,I192066621,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,C11,404,,2019-08-23 11:26,2019,8,Friday,11,Part Two,VALLEY RD,42.27743055,-71.06851083,"(42.27743055, -71.06851083)",2019-08-23,11:26,23,26,2019-08-23 11:26,TRUE
8802,8802,192092217,3005,,SICK ASSIST,E5,726,0,2019-11-14 11:50,2019,11,Thursday,11,,SPRING ST,42.277579,-71.162748,"(42.27757900, -71.16274800)",2019-11-14,11:50,14,50,2019-11-14 11:50,TRUE
8809,8809,I192038514,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,726,,2019-05-23 12:23,2019,5,Thursday,12,Part Three,SPRING ST,42.27757964,-71.16274799,"(42.27757964, -71.16274799)",2019-05-23,12:23,23,23,2019-05-23 12:23,TRUE
8933,8933,I192043902,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,C11,404,,2019-06-10 13:38,2019,6,Monday,13,Part One,VALLEY RD,42.27785419,-71.06700742,"(42.27785419, -71.06700742)",2019-06-10,13:38,10,38,2019-06-10 13:38,TRUE
8958,8958,I192042233,2647,Other,THREATS TO DO BODILY HARM,E5,720,,2019-05-22 10:44,2019,5,Wednesday,10,Part Two,SPRING ST,42.27789689,-71.1614094,"(42.27789689, -71.16140940)",2019-05-22,10:44,22,44,2019-05-22 10:44,TRUE
8960,8960,I192030412,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,720,,2019-04-25 9:53,2019,4,Thursday,9,Part Three,SPRING ST,42.27789689,-71.1614094,"(42.27789689, -71.16140940)",2019-04-25,9:53,25,53,2019-04-25 9:53,TRUE
8962,8962,I192039115,3115,Investigate Person,INVESTIGATE PERSON,E5,720,,2019-04-01 12:00,2019,4,Monday,12,Part Three,SPRING ST,42.27789689,-71.1614094,"(42.27789689, -71.16140940)",2019-04-01,12:00,1,0,2019-04-01 12:00,TRUE
9027,9027,192085826,3301,,VERBAL DISPUTE,E5,910,0,2019-10-23 10:03,2019,10,Wednesday,10,,WASHINGTON ST,42.278006,-71.137337,"(42.27800600, -71.13733700)",2019-10-23,10:03,23,3,2019-10-23 10:03,TRUE
9125,9125,I192031493,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,404,,2019-04-29 11:51,2019,4,Monday,11,Part One,O'CONNELL RD,42.27814793,-71.06828431,"(42.27814793, -71.06828431)",2019-04-29,11:51,29,51,2019-04-29 11:51,TRUE
9139,9139,I192018474,1825,Drug Violation,DRUGS - POSSESSION OF DRUG PARAPHANALIA,E5,709,,2019-03-12 17:00,2019,3,Tuesday,17,Part Two,LAGRANGE ST,42.27818609,-71.1545539,"(42.27818609, -71.15455390)",2019-03-12,17:00,12,0,2019-03-12 17:00,TRUE
9140,9140,I192018474,2006,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W ARREST,E5,709,,2019-03-12 17:00,2019,3,Tuesday,17,Part Two,LAGRANGE ST,42.27818609,-71.1545539,"(42.27818609, -71.15455390)",2019-03-12,17:00,12,0,2019-03-12 17:00,TRUE
9141,9141,I192018474,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E5,709,,2019-03-12 17:00,2019,3,Tuesday,17,Part One,LAGRANGE ST,42.27818609,-71.1545539,"(42.27818609, -71.15455390)",2019-03-12,17:00,12,0,2019-03-12 17:00,TRUE
9142,9142,I192018474,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E5,709,,2019-03-12 17:00,2019,3,Tuesday,17,Part Two,LAGRANGE ST,42.27818609,-71.1545539,"(42.27818609, -71.15455390)",2019-03-12,17:00,12,0,2019-03-12 17:00,TRUE
9286,9286,192091692,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,720,0,2019-11-12 12:40,2019,11,Tuesday,12,,CENTRE ST,42.278483,-71.159809,"(42.27848300, -71.15980900)",2019-11-12,12:40,12,40,2019-11-12 12:40,TRUE
9319,9319,192093661,2007,,VIOLATION - RESTRAINING ORDER (NO ARREST),B3,427,0,2019-11-19 12:07,2019,11,Tuesday,12,,FESSENDEN ST,42.278559,-71.091997,"(42.27855900, -71.09199700)",2019-11-19,12:07,19,7,2019-11-19 12:07,TRUE
9493,9493,I192058766,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,552,,2019-07-29 16:00,2019,7,Monday,16,Part Three,VISTA ST,42.27887882,-71.13048236,"(42.27887882, -71.13048236)",2019-07-29,16:00,29,0,2019-07-29 16:00,TRUE
9905,9905,I192037550,301,Robbery,ROBBERY - STREET,B3,427,,2019-05-20 12:59,2019,5,Monday,12,Part One,BLUE HILL AVE,42.27968299,-71.09286048,"(42.27968299, -71.09286048)",2019-05-20,12:59,20,59,2019-05-20 12:59,TRUE
9906,9906,I192037550,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,427,,2019-05-20 12:59,2019,5,Monday,12,Part Two,BLUE HILL AVE,42.27968299,-71.09286048,"(42.27968299, -71.09286048)",2019-05-20,12:59,20,59,2019-05-20 12:59,TRUE
9907,9907,I192037550,3170,Other,INTIMIDATING WITNESS,B3,427,,2019-05-20 12:59,2019,5,Monday,12,Part Three,BLUE HILL AVE,42.27968299,-71.09286048,"(42.27968299, -71.09286048)",2019-05-20,12:59,20,59,2019-05-20 12:59,TRUE
9908,9908,I192037550,3125,Warrant Arrests,WARRANT ARREST,B3,427,,2019-05-20 12:59,2019,5,Monday,12,Part Three,BLUE HILL AVE,42.27968299,-71.09286048,"(42.27968299, -71.09286048)",2019-05-20,12:59,20,59,2019-05-20 12:59,TRUE
9911,9911,I192032367,3201,Property Lost,PROPERTY - LOST,B3,427,,2019-05-02 12:51,2019,5,Thursday,12,Part Three,BLUE HILL AVE,42.27968299,-71.09286048,"(42.27968299, -71.09286048)",2019-05-02,12:51,2,51,2019-05-02 12:51,TRUE
10059,10059,I192033714,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,420,,2019-05-07 10:55,2019,5,Tuesday,10,Part Three,MORTON ST,42.27995083,-71.08185417,"(42.27995083, -71.08185417)",2019-05-07,10:55,7,55,2019-05-07 10:55,TRUE
10205,10205,I192040178,1504,Other,WEAPON - OTHER - OTHER VIOLATION,E18,501,,2019-05-29 10:10,2019,5,Wednesday,10,Part Two,HYDE PARK AVE,42.28016011,-71.11883467,"(42.28016011, -71.11883467)",2019-05-29,10:10,29,10,2019-05-29 10:10,TRUE
10311,10311,I192065544,619,Larceny,LARCENY ALL OTHERS,E18,501,,2019-08-03 12:00,2019,8,Saturday,12,Part One,HADWIN WAY,42.28022945,-71.11831438,"(42.28022945, -71.11831438)",2019-08-03,12:00,3,0,2019-08-03 12:00,TRUE
10312,10312,I192034019,2629,Harassment,HARASSMENT,E18,501,,2019-05-08 11:00,2019,5,Wednesday,11,Part Two,HADWIN WAY,42.28022945,-71.11831438,"(42.28022945, -71.11831438)",2019-05-08,11:00,8,0,2019-05-08 11:00,TRUE
10591,10591,I192033388,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,501,,2019-05-06 9:43,2019,5,Monday,9,Part Three,HYDE PARK AVE,42.28063521,-71.1188961,"(42.28063521, -71.11889610)",2019-05-06,9:43,6,43,2019-05-06 9:43,TRUE
10630,10630,I192077307,1402,Vandalism,VANDALISM,B3,418,,2019-09-24 10:00,2019,9,Tuesday,10,Part Two,FULLER ST,42.28072751,-71.07713631,"(42.28072751, -71.07713631)",2019-09-24,10:00,24,0,2019-09-24 10:00,TRUE
10710,10710,I192066324,1402,Vandalism,VANDALISM,B3,428,,2019-08-22 14:11,2019,8,Thursday,14,Part Two,HOSMER ST,42.28079658,-71.09039724,"(42.28079658, -71.09039724)",2019-08-22,14:11,22,11,2019-08-22 14:11,TRUE
10711,10711,I192066324,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,428,,2019-08-22 14:11,2019,8,Thursday,14,Part Three,HOSMER ST,42.28079658,-71.09039724,"(42.28079658, -71.09039724)",2019-08-22,14:11,22,11,2019-08-22 14:11,TRUE
10712,10712,I192066324,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,428,,2019-08-22 14:11,2019,8,Thursday,14,Part Two,HOSMER ST,42.28079658,-71.09039724,"(42.28079658, -71.09039724)",2019-08-22,14:11,22,11,2019-08-22 14:11,TRUE
10713,10713,I192066249,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,428,,2019-08-22 9:40,2019,8,Thursday,9,Part Three,HOSMER ST,42.28079658,-71.09039724,"(42.28079658, -71.09039724)",2019-08-22,9:40,22,40,2019-08-22 9:40,TRUE
10766,10766,I192032208,3301,Verbal Disputes,VERBAL DISPUTE,B3,468,,2019-05-01 20:19,2019,5,Wednesday,20,Part Three,ORMOND ST,42.28081966,-71.09365941,"(42.28081966, -71.09365941)",2019-05-01,20:19,1,19,2019-05-01 20:19,TRUE
10767,10767,I192032111,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,466,,2019-05-01 13:19,2019,5,Wednesday,13,Part Three,ORMOND ST,42.28081966,-71.09365941,"(42.28081966, -71.09365941)",2019-05-01,13:19,1,19,2019-05-01 13:19,TRUE
11325,11325,I192043398,1402,Vandalism,VANDALISM,E5,681,,2019-06-06 15:00,2019,6,Thursday,15,Part Two,METROPOLITAN AVE,42.28180093,-71.13415334,"(42.28180093, -71.13415334)",2019-06-06,15:00,6,0,2019-06-06 15:00,TRUE
11440,11440,I192053571,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,429,,2019-07-12 10:25,2019,7,Friday,10,Part Three,MORTON ST,42.28194827,-71.08742318,"(42.28194827, -71.08742318)",2019-07-12,10:25,12,25,2019-07-12 10:25,TRUE
11451,11451,192087730,3006,,SICK/INJURED/MEDICAL - PERSON,B3,428,0,2019-10-29 20:57,2019,10,Tuesday,20,,SUTTON ST,42.281972,-71.089124,"(42.28197200, -71.08912400)",2019-10-29,20:57,29,57,2019-10-29 20:57,TRUE
11723,11723,I192022779,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B3,418,,2019-03-28 14:40,2019,3,Thursday,14,Part Two,MILTON AVE,42.282381,-71.07612455,"(42.28238100, -71.07612455)",2019-03-28,14:40,28,40,2019-03-28 14:40,TRUE
11960,11960,192094592,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,395,0,2019-11-22 12:27,2019,11,Friday,12,,DORCHESTER AVE,42.28265,-71.06516,"(42.28265000, -71.06516000)",2019-11-22,12:27,22,27,2019-11-22 12:27,TRUE
12707,12707,I192040258,3115,Investigate Person,INVESTIGATE PERSON,E5,558,,2019-05-29 12:06,2019,5,Wednesday,12,Part Three,CUMMINS HWY,42.28342716,-71.12422635,"(42.28342716, -71.12422635)",2019-05-29,12:06,29,6,2019-05-29 12:06,TRUE
12712,12712,I192033763,2647,Other,THREATS TO DO BODILY HARM,E5,558,,2019-05-07 14:29,2019,5,Tuesday,14,Part Two,CUMMINS HWY,42.28342716,-71.12422635,"(42.28342716, -71.12422635)",2019-05-07,14:29,7,29,2019-05-07 14:29,TRUE
12964,12964,I192025011,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,429,,2019-04-05 9:06,2019,4,Friday,9,Part One,WILDWOOD ST,42.28378654,-71.0871581,"(42.28378654, -71.08715810)",2019-04-05,9:06,5,6,2019-04-05 9:06,TRUE
13051,13051,I192054955,619,Larceny,LARCENY ALL OTHERS,B3,466,,2019-07-17 8:00,2019,7,Wednesday,8,Part One,BLUE HILL AVE,42.28389647,-71.09168024,"(42.28389647, -71.09168024)",2019-07-17,8:00,17,0,2019-07-17 8:00,TRUE
13109,13109,192092496,735,,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),C11,379,0,2019-11-15 10:11,2019,11,Friday,10,,ADAMS ST,42.283974,-71.055535,"(42.28397400, -71.05553500)",2019-11-15,10:11,15,11,2019-11-15 10:11,TRUE
13133,13133,I192042894,2629,Harassment,HARASSMENT,B3,432,,2019-06-07 9:25,2019,6,Friday,9,Part Two,MOUNTAIN AVE,42.28399453,-71.08524298,"(42.28399453, -71.08524298)",2019-06-07,9:25,7,25,2019-06-07 9:25,TRUE
13489,13489,192100007,3301,,VERBAL DISPUTE,B3,432,0,2019-12-12 12:36,2019,12,Thursday,12,,MASCOT ST,42.284245,-71.084527,"(42.28424500, -71.08452700)",2019-12-12,12:36,12,36,2019-12-12 12:36,TRUE
13621,13621,I192034337,3410,Towed,TOWED MOTOR VEHICLE,C11,395,,2019-05-09 10:42,2019,5,Thursday,10,Part Three,DORCHESTER AVE,42.2843982,-71.06468373,"(42.28439820, -71.06468373)",2019-05-09,10:42,9,42,2019-05-09 10:42,TRUE
13628,13628,I192004753,3201,Property Lost,PROPERTY - LOST,C11,395,,2019-01-18 10:50,2019,1,Friday,10,Part Three,DORCHESTER AVE,42.2843982,-71.06468373,"(42.28439820, -71.06468373)",2019-01-18,10:50,18,50,2019-01-18 10:50,TRUE
13629,13629,I192004281,619,Larceny,LARCENY ALL OTHERS,C11,395,,2019-01-16 14:30,2019,1,Wednesday,14,Part One,DORCHESTER AVE,42.2843982,-71.06468373,"(42.28439820, -71.06468373)",2019-01-16,14:30,16,30,2019-01-16 14:30,TRUE
13630,13630,I192004281,1001,Counterfeiting,FORGERY / COUNTERFEITING,C11,395,,2019-01-16 14:30,2019,1,Wednesday,14,Part Two,DORCHESTER AVE,42.2843982,-71.06468373,"(42.28439820, -71.06468373)",2019-01-16,14:30,16,30,2019-01-16 14:30,TRUE
14034,14034,192100217,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,0,2019-12-12 14:30,2019,12,Thursday,14,,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)",2019-12-12,14:30,12,30,2019-12-12 14:30,TRUE
14035,14035,192100040,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,0,2019-12-12 9:00,2019,12,Thursday,9,,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)",2019-12-12,9:00,12,0,2019-12-12 9:00,TRUE
14087,14087,192097909,801,,ASSAULT - SIMPLE,B3,465,0,2019-12-04 12:09,2019,12,Wednesday,12,,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)",2019-12-04,12:09,4,9,2019-12-04 12:09,TRUE
14088,14088,192097911,2670,,HARASSMENT/ CRIMINAL HARASSMENT,B3,465,0,2019-12-04 10:46,2019,12,Wednesday,10,,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)",2019-12-04,10:46,4,46,2019-12-04 10:46,TRUE
14089,14089,192097612,724,,AUTO THEFT,B3,465,0,2019-12-04 9:00,2019,12,Wednesday,9,,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)",2019-12-04,9:00,4,0,2019-12-04 9:00,TRUE
14157,14157,192095393,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,0,2019-11-25 12:30,2019,11,Monday,12,,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)",2019-11-25,12:30,25,30,2019-11-25 12:30,TRUE
14158,14158,192099057,2647,,THREATS TO DO BODILY HARM,B3,465,0,2019-11-25 12:00,2019,11,Monday,12,,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)",2019-11-25,12:00,25,0,2019-11-25 12:00,TRUE
14177,14177,192095450,1102,,FRAUD - FALSE PRETENSE / SCHEME,B3,465,0,2019-11-22 15:00,2019,11,Friday,15,,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)",2019-11-22,15:00,22,0,2019-11-22 15:00,TRUE
14178,14178,192094945,801,,ASSAULT - SIMPLE,B3,465,0,2019-11-22 15:00,2019,11,Friday,15,,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)",2019-11-22,15:00,22,0,2019-11-22 15:00,TRUE
14179,14179,192100366,3201,,PROPERTY - LOST/ MISSING,B3,465,0,2019-11-22 12:00,2019,11,Friday,12,,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)",2019-11-22,12:00,22,0,2019-11-22 12:00,TRUE
14180,14180,192094582,2670,,HARASSMENT/ CRIMINAL HARASSMENT,B3,465,0,2019-11-22 11:30,2019,11,Friday,11,,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)",2019-11-22,11:30,22,30,2019-11-22 11:30,TRUE
14181,14181,192094594,2647,,THREATS TO DO BODILY HARM,B3,465,0,2019-11-22 10:15,2019,11,Friday,10,,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)",2019-11-22,10:15,22,15,2019-11-22 10:15,TRUE
14302,14302,192090120,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,465,0,2019-11-06 15:00,2019,11,Wednesday,15,,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)",2019-11-06,15:00,6,0,2019-11-06 15:00,TRUE
14303,14303,192091969,3201,,PROPERTY - LOST/ MISSING,B3,465,0,2019-11-06 10:00,2019,11,Wednesday,10,,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)",2019-11-06,10:00,6,0,2019-11-06 10:00,TRUE
14315,14315,192089378,3125,,WARRANT ARREST - BOSTON WARRANT (MUST BE SUPPLEMENTAL),B3,465,0,2019-11-04 12:15,2019,11,Monday,12,,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)",2019-11-04,12:15,4,15,2019-11-04 12:15,TRUE
14316,14316,192089564,2647,,THREATS TO DO BODILY HARM,B3,465,0,2019-11-04 9:30,2019,11,Monday,9,,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)",2019-11-04,9:30,4,30,2019-11-04 9:30,TRUE
14327,14327,192089698,3201,,PROPERTY - LOST/ MISSING,B3,465,0,2019-11-01 23:00,2019,11,Friday,23,,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)",2019-11-01,23:00,1,0,2019-11-01 23:00,TRUE
14328,14328,192088868,3201,,PROPERTY - LOST/ MISSING,B3,465,0,2019-11-01 21:00,2019,11,Friday,21,,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)",2019-11-01,21:00,1,0,2019-11-01 21:00,TRUE
14329,14329,192099487,3201,,PROPERTY - LOST/ MISSING,B3,465,0,2019-11-01 20:30,2019,11,Friday,20,,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)",2019-11-01,20:30,1,30,2019-11-01 20:30,TRUE
14362,14362,192087803,706,,AUTO THEFT - MOTORCYCLE / SCOOTER,B3,465,0,2019-10-29 10:30,2019,10,Tuesday,10,,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)",2019-10-29,10:30,29,30,2019-10-29 10:30,TRUE
14363,14363,192088006,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,B3,465,0,2019-10-29 10:00,2019,10,Tuesday,10,,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)",2019-10-29,10:00,29,0,2019-10-29 10:00,TRUE
14379,14379,192086714,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,0,2019-10-26 4:00,2019,10,Saturday,4,,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)",2019-10-26,4:00,26,0,2019-10-26 4:00,TRUE
14420,14420,192085203,801,,ASSAULT - SIMPLE,B3,465,0,2019-10-21 12:59,2019,10,Monday,12,,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)",2019-10-21,12:59,21,59,2019-10-21 12:59,TRUE
14421,14421,202020582,2670,,HARASSMENT/ CRIMINAL HARASSMENT,B3,465,0,2019-10-21 9:00,2019,10,Monday,9,,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)",2019-10-21,9:00,21,0,2019-10-21 9:00,TRUE
14422,14422,192085403,2670,,HARASSMENT/ CRIMINAL HARASSMENT,B3,465,0,2019-10-21 8:39,2019,10,Monday,8,,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)",2019-10-21,8:39,21,39,2019-10-21 8:39,TRUE
14459,14459,192083982,1102,,FRAUD - FALSE PRETENSE / SCHEME,B3,465,0,2019-10-16 11:45,2019,10,Wednesday,11,,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)",2019-10-16,11:45,16,45,2019-10-16 11:45,TRUE
14460,14460,192091479,617,,LARCENY THEFT FROM BUILDING,B3,465,0,2019-10-16 9:00,2019,10,Wednesday,9,,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)",2019-10-16,9:00,16,0,2019-10-16 9:00,TRUE
14510,14510,192082318,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,0,2019-10-10 15:00,2019,10,Thursday,15,,BLUE HILL AVE,42.284825,-71.091373,"(42.28482500, -71.09137300)",2019-10-10,15:00,10,0,2019-10-10 15:00,TRUE
