INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,DATE,TIME,DAY,MIN,DATETIME,MATCH_TENTH_KM,FID,OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shape_STAr,Shape_STLe,Shape__Area,Shape__Length
I192042269,3410,Towed,TOWED MOTOR VEHICLE,D4,132,,2019-06-05 8:33,2019,6,Wednesday,8,Part Three,MARLBOROUGH ST,42.3531455,-71.07763936,"(42.35314550, -71.07763936)",2019-06-05,8:33:00,5,33,2019-06-05 8:33,TRUE,4,4,25,25,10702,25025010702,107.02,Census Tract 107.02,G5020,S,299981,0,42.3518354,-71.0755159,3228780.121,7818.852369,549614.0469,3224.572988
I192012106,3208,Property Lost,PROPERTY - MISSING,D4,132,,2019-02-15 13:45,2019,2,Friday,13,Part Three,MARLBOROUGH ST,42.3531455,-71.07763936,"(42.35314550, -71.07763936)",2019-02-15,13:45:00,15,45,2019-02-15 13:45,TRUE,4,4,25,25,10702,25025010702,107.02,Census Tract 107.02,G5020,S,299981,0,42.3518354,-71.0755159,3228780.121,7818.852369,549614.0469,3224.572988
I192070980,3115,Investigate Person,INVESTIGATE PERSON,D4,133,,2019-09-05 13:00,2019,9,Thursday,13,Part Three,COMMONWEALTH AVE,42.35317358,-71.07266833,"(42.35317358, -71.07266833)",2019-09-05,13:00:00,5,0,2019-09-05 13:00,TRUE,4,4,25,25,10702,25025010702,107.02,Census Tract 107.02,G5020,S,299981,0,42.3518354,-71.0755159,3228780.121,7818.852369,549614.0469,3224.572988
I192044839,3114,Investigate Property,INVESTIGATE PROPERTY,D4,133,,2019-06-13 12:34,2019,6,Thursday,12,Part Three,COMMONWEALTH AVE,42.35317358,-71.07266833,"(42.35317358, -71.07266833)",2019-06-13,12:34:00,13,34,2019-06-13 12:34,TRUE,4,4,25,25,10702,25025010702,107.02,Census Tract 107.02,G5020,S,299981,0,42.3518354,-71.0755159,3228780.121,7818.852369,549614.0469,3224.572988
192089299,3410,,TOWED MOTOR VEHICLE,D4,131,0,2019-11-04 7:35,2019,11,Monday,7,,MARLBOROUGH ST,42.354336,-71.073237,"(42.35433600, -71.07323700)",2019-11-04,7:35:00,4,35,2019-11-04 7:35,TRUE,4,4,25,25,10702,25025010702,107.02,Census Tract 107.02,G5020,S,299981,0,42.3518354,-71.0755159,3228780.121,7818.852369,549614.0469,3224.572988
192082619,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,132,0,2019-10-07 9:00,2019,10,Monday,9,,MARLBOROUGH ST,42.354336,-71.073237,"(42.35433600, -71.07323700)",2019-10-07,9:00:00,7,0,2019-10-07 9:00,TRUE,4,4,25,25,10702,25025010702,107.02,Census Tract 107.02,G5020,S,299981,0,42.3518354,-71.0755159,3228780.121,7818.852369,549614.0469,3224.572988
I192011980,3410,Towed,TOWED MOTOR VEHICLE,D4,628,,2019-02-15 9:30,2019,2,Friday,9,Part Three,BURLINGTON AVE,42.34591241,-71.10110117,"(42.34591241, -71.10110117)",2019-02-15,9:30:00,15,30,2019-02-15 9:30,TRUE,5,5,25,25,10204,25025010204,102.04,Census Tract 102.04,G5020,S,254706,0,42.3462887,-71.1033879,2741497.182,7621.654206,466585.2344,3143.610963
I192008352,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D4,627,,2019-02-01 11:51,2019,2,Friday,11,Part Three,BROOKLINE AVE,42.34602519,-71.09977248,"(42.34602519, -71.09977248)",2019-02-01,11:51:00,1,51,2019-02-01 11:51,TRUE,5,5,25,25,10204,25025010204,102.04,Census Tract 102.04,G5020,S,254706,0,42.3462887,-71.1033879,2741497.182,7621.654206,466585.2344,3143.610963
I192035758,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",D4,630,,2019-05-14 11:54,2019,5,Tuesday,11,Part Three,BEACON ST,42.34705292,-71.1037307,"(42.34705292, -71.10373070)",2019-05-14,11:54:00,14,54,2019-05-14 11:54,TRUE,5,5,25,25,10204,25025010204,102.04,Census Tract 102.04,G5020,S,254706,0,42.3462887,-71.1033879,2741497.182,7621.654206,466585.2344,3143.610963
I192014763,3410,Towed,TOWED MOTOR VEHICLE,D4,630,,2019-02-26 10:16,2019,2,Tuesday,10,Part Three,BUSWELL ST,42.34776033,-71.10469391,"(42.34776033, -71.10469391)",2019-02-26,10:16:00,26,16,2019-02-26 10:16,TRUE,5,5,25,25,10204,25025010204,102.04,Census Tract 102.04,G5020,S,254706,0,42.3462887,-71.1033879,2741497.182,7621.654206,466585.2344,3143.610963
I192014767,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,135,,2019-02-26 10:06,2019,2,Tuesday,10,Part Three,GLOUCESTER ST,42.35172177,-71.08539739,"(42.35172177, -71.08539739)",2019-02-26,10:06:00,26,6,2019-02-26 10:06,TRUE,6,6,25,25,10802,25025010802,108.02,Census Tract 108.02,G5020,S,155467,0,42.3515181,-71.0856803,1673329.617,6466.349862,284837.1758,2666.112375
192087509,3006,,SICK/INJURED/MEDICAL - PERSON,D4,135,0,2019-10-29 8:13,2019,10,Tuesday,8,,FAIRFIELD ST,42.351853,-71.083251,"(42.35185300, -71.08325100)",2019-10-29,8:13:00,29,13,2019-10-29 8:13,TRUE,6,6,25,25,10802,25025010802,108.02,Census Tract 108.02,G5020,S,155467,0,42.3515181,-71.0856803,1673329.617,6466.349862,284837.1758,2666.112375
192089951,3115,,INVESTIGATE PERSON,D4,135,0,2019-11-06 9:18,2019,11,Wednesday,9,,BEACON ST,42.352186,-71.084521,"(42.35218600, -71.08452100)",2019-11-06,9:18:00,6,18,2019-11-06 9:18,TRUE,6,6,25,25,10802,25025010802,108.02,Census Tract 108.02,G5020,S,155467,0,42.3515181,-71.0856803,1673329.617,6466.349862,284837.1758,2666.112375
192080002,3410,,TOWED MOTOR VEHICLE,D4,135,0,2019-10-03 11:00,2019,10,Thursday,11,,BEACON ST,42.352186,-71.084521,"(42.35218600, -71.08452100)",2019-10-03,11:00:00,3,0,2019-10-03 11:00,TRUE,6,6,25,25,10802,25025010802,108.02,Census Tract 108.02,G5020,S,155467,0,42.3515181,-71.0856803,1673329.617,6466.349862,284837.1758,2666.112375
I192040766,3410,Towed,TOWED MOTOR VEHICLE,D4,135,,2019-05-31 10:22,2019,5,Friday,10,Part Three,BEACON ST,42.35218613,-71.08452171,"(42.35218613, -71.08452171)",2019-05-31,10:22:00,31,22,2019-05-31 10:22,TRUE,6,6,25,25,10802,25025010802,108.02,Census Tract 108.02,G5020,S,155467,0,42.3515181,-71.0856803,1673329.617,6466.349862,284837.1758,2666.112375
I192078046,311,Robbery,ROBBERY - COMMERCIAL,D4,623,,2019-09-27 11:32,2019,9,Friday,11,Part One,COMMONWEALTH AVE,42.34877575,-71.09606805,"(42.34877575, -71.09606805)",2019-09-27,11:32:00,27,32,2019-09-27 11:32,TRUE,7,7,25,25,10104,25025010104,101.04,Census Tract 101.04,G5020,S,279354,7377,42.3494322,-71.0937501,3086172.338,9425.438776,525294.9141,3884.933752
I192031790,616,Larceny,LARCENY THEFT OF BICYCLE,D4,623,,2019-04-30 9:15,2019,4,Tuesday,9,Part One,COMMONWEALTH AVE,42.34877575,-71.09606805,"(42.34877575, -71.09606805)",2019-04-30,9:15:00,30,15,2019-04-30 9:15,TRUE,7,7,25,25,10104,25025010104,101.04,Census Tract 101.04,G5020,S,279354,7377,42.3494322,-71.0937501,3086172.338,9425.438776,525294.9141,3884.933752
I192017104,617,Larceny,LARCENY THEFT FROM BUILDING,D4,623,,2019-03-07 12:00,2019,3,Thursday,12,Part One,COMMONWEALTH AVE,42.34877575,-71.09606805,"(42.34877575, -71.09606805)",2019-03-07,12:00:00,7,0,2019-03-07 12:00,TRUE,7,7,25,25,10104,25025010104,101.04,Census Tract 101.04,G5020,S,279354,7377,42.3494322,-71.0937501,3086172.338,9425.438776,525294.9141,3884.933752
I192012003,3102,Other,INVESTIGATION FOR ANOTHER AGENCY,D4,623,,2019-02-15 10:09,2019,2,Friday,10,Part Three,COMMONWEALTH AVE,42.34877575,-71.09606805,"(42.34877575, -71.09606805)",2019-02-15,10:09:00,15,9,2019-02-15 10:09,TRUE,7,7,25,25,10104,25025010104,101.04,Census Tract 101.04,G5020,S,279354,7377,42.3494322,-71.0937501,3086172.338,9425.438776,525294.9141,3884.933752
I192004069,1402,Vandalism,VANDALISM,D4,623,,2019-01-15 19:20,2019,1,Tuesday,19,Part Two,BROOKLINE AVE,42.34878726,-71.09715759,"(42.34878726, -71.09715759)",2019-01-15,19:20:00,15,20,2019-01-15 19:20,TRUE,7,7,25,25,10104,25025010104,101.04,Census Tract 101.04,G5020,S,279354,7377,42.3494322,-71.0937501,3086172.338,9425.438776,525294.9141,3884.933752
192089675,3803,,M/V ACCIDENT - PERSONAL INJURY,D4, ,0,2019-11-05 11:27,2019,11,Tuesday,11,,COMMONWEALTH AVE,42.349246,-71.089562,"(42.34924600, -71.08956200)",2019-11-05,11:27:00,5,27,2019-11-05 11:27,TRUE,7,7,25,25,10104,25025010104,101.04,Census Tract 101.04,G5020,S,279354,7377,42.3494322,-71.0937501,3086172.338,9425.438776,525294.9141,3884.933752
192083420,3410,,TOWED MOTOR VEHICLE,D14,796,0,2019-10-15 11:29,2019,10,Tuesday,11,,COMMONWEALTH AVE,42.350739,-71.129381,"(42.35073900, -71.12938100)",2019-10-15,11:29:00,15,29,2019-10-15 11:29,TRUE,8,8,25,25,703,25025000703,7.03,Census Tract 7.03,G5020,S,178020,0,42.351329,-71.1282159,1916064.653,7404.911862,326153.7656,3052.866591
I192038730,3115,Investigate Person,INVESTIGATE PERSON,D14,796,,2019-05-23 22:59,2019,5,Thursday,22,Part Three,COMMONWEALTH AVE,42.35073963,-71.13047909,"(42.35073963, -71.13047909)",2019-05-23,22:59:00,23,59,2019-05-23 22:59,TRUE,8,8,25,25,703,25025000703,7.03,Census Tract 7.03,G5020,S,178020,0,42.351329,-71.1282159,1916064.653,7404.911862,326153.7656,3052.866591
I192038730,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,796,,2019-05-23 22:59,2019,5,Thursday,22,Part Three,COMMONWEALTH AVE,42.35073963,-71.13047909,"(42.35073963, -71.13047909)",2019-05-23,22:59:00,23,59,2019-05-23 22:59,TRUE,8,8,25,25,703,25025000703,7.03,Census Tract 7.03,G5020,S,178020,0,42.351329,-71.1282159,1916064.653,7404.911862,326153.7656,3052.866591
I192051462,617,Larceny,LARCENY THEFT FROM BUILDING,D14,796,,2019-06-27 21:20,2019,6,Thursday,21,Part One,COMMONWEALTH AVE,42.3518124,-71.12465238,"(42.35181240, -71.12465238)",2019-06-27,21:20:00,27,20,2019-06-27 21:20,TRUE,8,8,25,25,703,25025000703,7.03,Census Tract 7.03,G5020,S,178020,0,42.351329,-71.1282159,1916064.653,7404.911862,326153.7656,3052.866591
I192046884,2619,Prisoner Related Incidents,FUGITIVE FROM JUSTICE,D14,796,,2019-06-20 17:50,2019,6,Thursday,17,Part Two,BRIGHTON AVE,42.35266601,-71.12974348,"(42.35266601, -71.12974348)",2019-06-20,17:50:00,20,50,2019-06-20 17:50,TRUE,8,8,25,25,703,25025000703,7.03,Census Tract 7.03,G5020,S,178020,0,42.351329,-71.1282159,1916064.653,7404.911862,326153.7656,3052.866591
I192046884,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,D14,796,,2019-06-20 17:50,2019,6,Thursday,17,Part Two,BRIGHTON AVE,42.35266601,-71.12974348,"(42.35266601, -71.12974348)",2019-06-20,17:50:00,20,50,2019-06-20 17:50,TRUE,8,8,25,25,703,25025000703,7.03,Census Tract 7.03,G5020,S,178020,0,42.351329,-71.1282159,1916064.653,7404.911862,326153.7656,3052.866591
I192046884,1300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,D14,796,,2019-06-20 17:50,2019,6,Thursday,17,Part Two,BRIGHTON AVE,42.35266601,-71.12974348,"(42.35266601, -71.12974348)",2019-06-20,17:50:00,20,50,2019-06-20 17:50,TRUE,8,8,25,25,703,25025000703,7.03,Census Tract 7.03,G5020,S,178020,0,42.351329,-71.1282159,1916064.653,7404.911862,326153.7656,3052.866591
192095979,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D14, ,0,2019-11-26 16:00,2019,11,Tuesday,16,,,42.35272,-71.130205,"(42.35272000, -71.13020500)",2019-11-26,16:00:00,26,0,2019-11-26 16:00,TRUE,8,8,25,25,703,25025000703,7.03,Census Tract 7.03,G5020,S,178020,0,42.351329,-71.1282159,1916064.653,7404.911862,326153.7656,3052.866591
192098688,3301,,VERBAL DISPUTE,D14,786,0,2019-12-07 21:51,2019,12,Saturday,21,,COMMONWEALTH AVE,42.343225,-71.142957,"(42.34322500, -71.14295700)",2019-12-07,21:51:00,7,51,2019-12-07 21:51,TRUE,9,9,25,25,504,25025000504,5.04,Census Tract 5.04,G5020,S,333187,0,42.3414718,-71.1438264,3586159.716,10594.29383,610249.0742,4370.417499
192094233,3410,,TOWED MOTOR VEHICLE,D14,786,0,2019-11-21 10:11,2019,11,Thursday,10,,WASHINGTON ST,42.343407,-71.142305,"(42.34340700, -71.14230500)",2019-11-21,10:11:00,21,11,2019-11-21 10:11,TRUE,9,9,25,25,504,25025000504,5.04,Census Tract 5.04,G5020,S,333187,0,42.3414718,-71.1438264,3586159.716,10594.29383,610249.0742,4370.417499
192087548,3410,,TOWED MOTOR VEHICLE,D14, ,0,2019-10-29 11:13,2019,10,Tuesday,11,,,42.344617,-71.139035,"(42.34461700, -71.13903500)",2019-10-29,11:13:00,29,13,2019-10-29 11:13,TRUE,9,9,25,25,504,25025000504,5.04,Census Tract 5.04,G5020,S,333187,0,42.3414718,-71.1438264,3586159.716,10594.29383,610249.0742,4370.417499
I192010104,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),D14,793,,2019-02-06 16:30,2019,2,Wednesday,16,Other,COMMONWEALTH AVE,42.34989652,-71.1314345,"(42.34989652, -71.13143450)",2019-02-06,16:30:00,6,30,2019-02-06 16:30,TRUE,10,10,25,25,704,25025000704,7.04,Census Tract 7.04,G5020,S,239781,0,42.3500029,-71.1334045,2580833.978,6954.895592,439292.957,2870.108304
I192010104,724,Auto Theft,AUTO THEFT,D14,793,,2019-02-06 16:30,2019,2,Wednesday,16,Part One,COMMONWEALTH AVE,42.34989652,-71.1314345,"(42.34989652, -71.13143450)",2019-02-06,16:30:00,6,30,2019-02-06 16:30,TRUE,10,10,25,25,704,25025000704,7.04,Census Tract 7.04,G5020,S,239781,0,42.3500029,-71.1334045,2580833.978,6954.895592,439292.957,2870.108304
I192064103,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D14,813,,2019-08-12 12:00,2019,8,Monday,12,Part Two,WESTERN AVE,42.36402801,-71.11962844,"(42.36402801, -71.11962844)",2019-08-12,12:00:00,12,0,2019-08-12 12:00,TRUE,12,12,25,25,803,25025000803,8.03,Census Tract 8.03,G5020,S,1158191,0,42.3594775,-71.1212626,12465804.76,24791.74856,2122482.484,10226.74427
192085671,3402,,"ANIMAL INCIDENTS (DOG BITES, LOST DOG, ETC)",E13,569,0,2019-10-22 18:57,2019,10,Tuesday,18,,BROOKLEY RD,42.302933,-71.105906,"(42.30293300, -71.10590600)",2019-10-22,18:57:00,22,57,2019-10-22 18:57,TRUE,14,14,25,25,120201,25025120201,1202.01,Census Tract 1202.01,G5020,S,719468,0,42.305157,-71.1083675,7743687.531,12549.56441,1316220.797,5174.534878
I192070866,3410,Towed,TOWED MOTOR VEHICLE,E13,569,,2019-09-05 9:38,2019,9,Thursday,9,Part Three,BURNETT ST,42.3046919,-71.11040643,"(42.30469190, -71.11040643)",2019-09-05,9:38:00,5,38,2019-09-05 9:38,TRUE,14,14,25,25,120201,25025120201,1202.01,Census Tract 1202.01,G5020,S,719468,0,42.305157,-71.1083675,7743687.531,12549.56441,1316220.797,5174.534878
I192068579,3410,Towed,TOWED MOTOR VEHICLE,E13,651,,2019-08-29 10:39,2019,8,Thursday,10,Part Three,HALL ST,42.30482874,-71.11338552,"(42.30482874, -71.11338552)",2019-08-29,10:39:00,29,39,2019-08-29 10:39,TRUE,14,14,25,25,120201,25025120201,1202.01,Census Tract 1202.01,G5020,S,719468,0,42.305157,-71.1083675,7743687.531,12549.56441,1316220.797,5174.534878
I192004767,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E13,946,,2019-01-18 11:08,2019,1,Friday,11,Part Three,SOUTH ST,42.30512949,-71.11461873,"(42.30512949, -71.11461873)",2019-01-18,11:08:00,18,8,2019-01-18 11:08,TRUE,14,14,25,25,120201,25025120201,1202.01,Census Tract 1202.01,G5020,S,719468,0,42.305157,-71.1083675,7743687.531,12549.56441,1316220.797,5174.534878
I192011728,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,570,,2019-02-14 9:06,2019,2,Thursday,9,Part Three,ROSSMORE RD,42.30530021,-71.10799766,"(42.30530021, -71.10799766)",2019-02-14,9:06:00,14,6,2019-02-14 9:06,TRUE,14,14,25,25,120201,25025120201,1202.01,Census Tract 1202.01,G5020,S,719468,0,42.305157,-71.1083675,7743687.531,12549.56441,1316220.797,5174.534878
I192036641,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,E13,648,,2019-05-17 8:20,2019,5,Friday,8,Part Two,BOYNTON ST,42.30541939,-71.11464403,"(42.30541939, -71.11464403)",2019-05-17,8:20:00,17,20,2019-05-17 8:20,TRUE,14,14,25,25,120201,25025120201,1202.01,Census Tract 1202.01,G5020,S,719468,0,42.305157,-71.1083675,7743687.531,12549.56441,1316220.797,5174.534878
I192036641,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,E13,648,,2019-05-17 8:20,2019,5,Friday,8,Part Three,BOYNTON ST,42.30541939,-71.11464403,"(42.30541939, -71.11464403)",2019-05-17,8:20:00,17,20,2019-05-17 8:20,TRUE,14,14,25,25,120201,25025120201,1202.01,Census Tract 1202.01,G5020,S,719468,0,42.305157,-71.1083675,7743687.531,12549.56441,1316220.797,5174.534878
192103350,3410,,TOWED MOTOR VEHICLE,E13, ,0,2019-12-24 11:03,2019,12,Tuesday,11,,,42.305521,-71.108435,"(42.30552100, -71.10843500)",2019-12-24,11:03:00,24,3,2019-12-24 11:03,TRUE,14,14,25,25,120201,25025120201,1202.01,Census Tract 1202.01,G5020,S,719468,0,42.305157,-71.1083675,7743687.531,12549.56441,1316220.797,5174.534878
192083430,900,,ARSON,E13,573,0,2019-10-15 11:20,2019,10,Tuesday,11,,MCBRIDE ST,42.305815,-71.109627,"(42.30581500, -71.10962700)",2019-10-15,11:20:00,15,20,2019-10-15 11:20,TRUE,14,14,25,25,120201,25025120201,1202.01,Census Tract 1202.01,G5020,S,719468,0,42.305157,-71.1083675,7743687.531,12549.56441,1316220.797,5174.534878
I192006217,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E13,573,,2019-01-24 12:10,2019,1,Thursday,12,Part Two,MCBRIDE ST,42.30581531,-71.109627,"(42.30581531, -71.10962700)",2019-01-24,12:10:00,24,10,2019-01-24 12:10,TRUE,14,14,25,25,120201,25025120201,1202.01,Census Tract 1202.01,G5020,S,719468,0,42.305157,-71.1083675,7743687.531,12549.56441,1316220.797,5174.534878
I192047913,2670,Criminal Harassment,CRIMINAL HARASSMENT,E13,946,,2019-06-24 11:47,2019,6,Monday,11,Part Two,METCALF CT,42.30536762,-71.115715,"(42.30536762, -71.11571500)",2019-06-24,11:47:00,24,47,2019-06-24 11:47,TRUE,15,15,25,25,120104,25025120104,1201.04,Census Tract 1201.04,G5020,S,290296,0,42.3056862,-71.1173049,3124502.389,8689.208986,531091.1523,3583.984178
I192009523,3115,Investigate Person,INVESTIGATE PERSON,E13,649,,2019-02-05 17:30,2019,2,Tuesday,17,Part Three,SAINT JOSEPH ST,42.30667342,-71.11610057,"(42.30667342, -71.11610057)",2019-02-05,17:30:00,5,30,2019-02-05 17:30,TRUE,15,15,25,25,120104,25025120104,1201.04,Census Tract 1201.04,G5020,S,290296,0,42.3056862,-71.1173049,3124502.389,8689.208986,531091.1523,3583.984178
I192011493,3301,Verbal Disputes,VERBAL DISPUTE,E5,674,,2019-02-13 12:38,2019,2,Wednesday,12,Part Three,SOUTH ST,42.28878014,-71.13438128,"(42.28878014, -71.13438128)",2019-02-13,12:38:00,13,38,2019-02-13 12:38,TRUE,16,16,25,25,110607,25025110607,1106.07,Census Tract 1106.07,G5020,S,1171287,0,42.2902868,-71.13464,12606722.97,20362.14584,2141804.68,8391.048813
I192040156,3410,Towed,TOWED MOTOR VEHICLE,D14,752,,2019-05-29 8:30,2019,5,Wednesday,8,Part Three,DICKINSON RD,42.34835369,-71.1618179,"(42.34835369, -71.16181790)",2019-05-29,8:30:00,29,30,2019-05-29 8:30,TRUE,17,17,25,25,302,25025000302,3.02,Census Tract 3.02,G5020,S,589888,46101,42.3472584,-71.1676863,6845240.112,12394.64895,1165029.266,5114.344086
I192077402,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,752,,2019-09-25 12:46,2019,9,Wednesday,12,Part Three,BOSTONIA AVE,42.34866017,-71.16801858,"(42.34866017, -71.16801858)",2019-09-25,12:46:00,25,46,2019-09-25 12:46,TRUE,17,17,25,25,302,25025000302,3.02,Census Tract 3.02,G5020,S,589888,46101,42.3472584,-71.1676863,6845240.112,12394.64895,1165029.266,5114.344086
I192077402,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,752,,2019-09-25 12:46,2019,9,Wednesday,12,Part Two,BOSTONIA AVE,42.34866017,-71.16801858,"(42.34866017, -71.16801858)",2019-09-25,12:46:00,25,46,2019-09-25 12:46,TRUE,17,17,25,25,302,25025000302,3.02,Census Tract 3.02,G5020,S,589888,46101,42.3472584,-71.1676863,6845240.112,12394.64895,1165029.266,5114.344086
I192041604,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,D14,752,,2019-06-03 10:28,2019,6,Monday,10,Part Three,DICKINSON RD,42.3489154,-71.16139876,"(42.34891540, -71.16139876)",2019-06-03,10:28:00,3,28,2019-06-03 10:28,TRUE,17,17,25,25,302,25025000302,3.02,Census Tract 3.02,G5020,S,589888,46101,42.3472584,-71.1676863,6845240.112,12394.64895,1165029.266,5114.344086
I192020311,619,Larceny,LARCENY ALL OTHERS,D14,754,,2019-01-25 8:00,2019,1,Friday,8,Part One,WASHINGTON ST,42.35057,-71.167812,"(42.35057000, -71.16781200)",2019-01-25,8:00:00,25,0,2019-01-25 8:00,TRUE,17,17,25,25,302,25025000302,3.02,Census Tract 3.02,G5020,S,589888,46101,42.3472584,-71.1676863,6845240.112,12394.64895,1165029.266,5114.344086
I192062500,3410,Towed,TOWED MOTOR VEHICLE,E18,484,,2019-08-10 10:11,2019,8,Saturday,10,Part Three,BELNEL RD,42.26059891,-71.1030614,"(42.26059891, -71.10306140)",2019-08-10,10:11:00,10,11,2019-08-10 10:11,TRUE,19,19,25,25,140400,25025140400,1404,Census Tract 1404,G5020,S,1878139,12733,42.2692219,-71.1118088,20351684.25,27429.21516,3455346.586,11303.20334
192099948,3130,,SEARCH WARRANT,E18,484,0,2019-12-12 10:10,2019,12,Thursday,10,,OSCEOLA ST,42.262645,-71.102934,"(42.26264500, -71.10293400)",2019-12-12,10:10:00,12,10,2019-12-12 10:10,TRUE,19,19,25,25,140400,25025140400,1404,Census Tract 1404,G5020,S,1878139,12733,42.2692219,-71.1118088,20351684.25,27429.21516,3455346.586,11303.20334
I192003921,613,Larceny,LARCENY SHOPLIFTING,E18,493,,2019-01-15 11:41,2019,1,Tuesday,11,Part One,RIVER ST,42.26283035,-71.10809203,"(42.26283035, -71.10809203)",2019-01-15,11:41:00,15,41,2019-01-15 11:41,TRUE,19,19,25,25,140400,25025140400,1404,Census Tract 1404,G5020,S,1878139,12733,42.2692219,-71.1118088,20351684.25,27429.21516,3455346.586,11303.20334
I192024043,3201,Property Lost,PROPERTY - LOST,E18,485,,2019-03-30 12:00,2019,3,Saturday,12,Part Three,RIVER ST,42.26361745,-71.10237387,"(42.26361745, -71.10237387)",2019-03-30,12:00:00,30,0,2019-03-30 12:00,TRUE,19,19,25,25,140400,25025140400,1404,Census Tract 1404,G5020,S,1878139,12733,42.2692219,-71.1118088,20351684.25,27429.21516,3455346.586,11303.20334
I192055328,3410,Towed,TOWED MOTOR VEHICLE,E18,478,,2019-07-18 11:20,2019,7,Thursday,11,Part Three,MARIPOSA ST,42.26881768,-71.10651917,"(42.26881768, -71.10651917)",2019-07-18,11:20:00,18,20,2019-07-18 11:20,TRUE,19,19,25,25,140400,25025140400,1404,Census Tract 1404,G5020,S,1878139,12733,42.2692219,-71.1118088,20351684.25,27429.21516,3455346.586,11303.20334
I192028101,2629,Harassment,HARASSMENT,E18,479,,2019-04-16 17:26,2019,4,Tuesday,17,Part Two,CUMMINS HWY,42.27156283,-71.10594428,"(42.27156283, -71.10594428)",2019-04-16,17:26:00,16,26,2019-04-16 17:26,TRUE,19,19,25,25,140400,25025140400,1404,Census Tract 1404,G5020,S,1878139,12733,42.2692219,-71.1118088,20351684.25,27429.21516,3455346.586,11303.20334
I192023027,1402,Vandalism,VANDALISM,E18,555,,2019-03-28 11:49,2019,3,Thursday,11,Part Two,ARBORFIELD RD,42.27161185,-71.12241789,"(42.27161185, -71.12241789)",2019-03-28,11:49:00,28,49,2019-03-28 11:49,TRUE,19,19,25,25,140400,25025140400,1404,Census Tract 1404,G5020,S,1878139,12733,42.2692219,-71.1118088,20351684.25,27429.21516,3455346.586,11303.20334
I192019191,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,478,,2019-03-15 10:04,2019,3,Friday,10,Part Three,CUMMINS HWY,42.27193021,-71.10689673,"(42.27193021, -71.10689673)",2019-03-15,10:04:00,15,4,2019-03-15 10:04,TRUE,19,19,25,25,140400,25025140400,1404,Census Tract 1404,G5020,S,1878139,12733,42.2692219,-71.1118088,20351684.25,27429.21516,3455346.586,11303.20334
I192021943,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,E18,555,,2019-03-25 7:00,2019,3,Monday,7,Part One,ARBORFIELD RD,42.27267662,-71.12227256,"(42.27267662, -71.12227256)",2019-03-25,7:00:00,25,0,2019-03-25 7:00,TRUE,19,19,25,25,140400,25025140400,1404,Census Tract 1404,G5020,S,1878139,12733,42.2692219,-71.1118088,20351684.25,27429.21516,3455346.586,11303.20334
