Customer_No,Customer_Name,Street,Start_date
41853,"Phoenix Communications, Inc.",MAIN ST,2019-07-03
416,VERIZON,SULLIVAN ST,2019-07-03
30288,Cranshaw Construction,SUMMER ST,2019-07-03
6040,Feeney Bros Excavation,MERIDIAN ST,2019-07-03
98613,"Albanese D & S, Inc",BROOKS ST,2019-07-03
98613,"Albanese D & S, Inc",FALCON ST,2019-07-03
55,Boston Water & Sewer Commission,MEDFORD ST,2019-07-03
100833,B & M RESTORATION,SUMNER ST,2019-07-03
30288,Cranshaw Construction,SUMNER ST,2019-07-03
6040,Feeney Bros Excavation,REVERE ST,2019-07-03
2590,SUFFOLK CONSTRUCTION,SUMMER ST,2019-07-03
2590,SUFFOLK CONSTRUCTION,BOYLSTON ST,2019-07-03
19245,Maverick Construction,COLUMBUS AV,2019-07-03
396,National Grid,ROXBURY ST,2019-07-03
49476,NATIONAL WATER MAIN CLEANING CO,MARINE RD,2019-07-03
99180,SHEERIN CONSTRUCTION,BOLTON ST,2019-07-03
2590,SUFFOLK CONSTRUCTION,FEDERAL ST,2019-07-03
13165,"SUSI ,MARIO & SON",CENTRE ST,2019-07-03
55,Boston Water & Sewer Commission,MAPLETON ST,2019-07-03
381,Lee Kennedy Co,STANIFORD ST,2019-07-03
97297,EVERSOURCE ELECTRIC,BEACON ST,2019-07-03
97297,EVERSOURCE ELECTRIC,CHAMPNEY ST,2019-07-03
6040,Feeney Bros Excavation,BROOKS ST,2019-07-03
6040,Feeney Bros Excavation,WESTERN AV,2019-07-03
99180,SHEERIN CONSTRUCTION,CHESTNUT HILL AV,2019-07-03
97297,EVERSOURCE ELECTRIC,CUMMINS HY,2019-07-03
7389,MIRRA COMPANY INCORPORATED,ALBANY ST,2019-07-03
104322,TOCCI BUILDING CO,WAREHAM ST,2019-07-03
416,VERIZON,SURREY ST,2019-07-03
2590,SUFFOLK CONSTRUCTION,E DEDHAM ST,2019-07-03
97297,EVERSOURCE ELECTRIC,HARVARD AV,2019-07-03
102259,RELATED BEAL,HARRISON AV,2019-07-03
6040,Feeney Bros Excavation,PARK ST,2019-07-03
55,Boston Water & Sewer Commission,DIXWELL ST,2019-07-03
2838,"MORIARTY, JOHN & ASSOC",E SERVICE RD,2019-07-03
2838,"MORIARTY, JOHN & ASSOC",LIFE ST,2019-07-03
6040,Feeney Bros Excavation,ADDISON ST,2019-07-03
416,VERIZON,DORRANCE ST,2019-07-03
5544,BILT RITE CONSTRUCTION,OCONNOR WY,2019-07-03
13165,"SUSI ,MARIO & SON",BROOKSIDE AV,2019-07-03
2966,MIDDLESEX CORPORATION,ELECTRIC AV,2019-07-03
416,VERIZON,BENNINGTON ST,2019-07-03
98918,MSR UTILITY,CLAREMONT PK,2019-07-03
87088,"Celiberti Realty, LLC",CEDAR ST,2019-07-03
104488,CROWN CASTLE,BOSTON ST,2019-07-03
384,SHAWMUT DESIGN & CONSTRUCTION,FRANKLIN ST,2019-07-03
21133,D'Allessandro Corp,HARRISON AV,2019-07-03
2838,"MORIARTY, JOHN & ASSOC",MILK ST,2019-07-03
98907,PV BARONE CONSTRUCTION,NARRAGANSETT ST,2019-07-03
81519,CASHMAN DUTRA( JAY CASHMAN),BOSTON HARBOR,2019-07-03
2687,LENDLEASE,CLIPPER SHIP LA,2019-07-03
2838,"MORIARTY, JOHN & ASSOC",CONGRESS ST,2019-07-03
71873,"MCDEVITT,PATRICK - MCDEVITT LLC",SILVER ST,2019-07-03
103799,ROSCITI CONSTRUCTION,E 4TH ST,2019-07-03
6040,Feeney Bros Excavation,W EIGHTH ST,2019-07-03
6040,Feeney Bros Excavation,E EIGHTH ST,2019-07-03
388,TURNER CONSTRUCTION CO,E SERVICE RD,2019-07-03
6123,"GEO LOGIC EARTH EXPLORATION, INC.",ROGERS ST,2019-07-03
99163,BPD - BOSTON POLICE DEPARTMENT - B.F.S.,SCHROEDER PLAZA,2019-07-03
40878,COMMODORE BUILDERS,AMORY ST,2019-07-03
2696,CAVALIERI CONSTRUCTION,VALLAR RD,2019-07-03
53136,"NEI - NORTHEAST INTERIORS, INC",SEAVER ST,2019-07-03
2838,"MORIARTY, JOHN & ASSOC",BEACON ST,2019-07-03
95759,"CITYWIDE CONTRACTING, LLC",BOYLSTON ST,2019-07-03
97297,EVERSOURCE ELECTRIC,SPRINGER ST,2019-07-03
381,Lee Kennedy Co,STUART ST,2019-07-03
99089,Lewis Tree Service,WALK HILL ST,2019-07-03
6040,Feeney Bros Excavation,MARLBOROUGH ST,2019-07-03
5544,BILT RITE CONSTRUCTION,ROXBURY ST,2019-07-03
49,CITY OF BOSTON - PWD (VOUCHER) RESURFACING CONTRACTS,NORFOLK ST,2019-07-03
49,CITY OF BOSTON - PWD (VOUCHER) RESURFACING CONTRACTS,ELIZABETH ST,2019-07-03
388,TURNER CONSTRUCTION CO,WESTERN AV,2019-07-03
97297,EVERSOURCE ELECTRIC,PENNIMAN RD,2019-07-03
55,Boston Water & Sewer Commission,S HUNTINGTON AV,2019-07-03
6040,Feeney Bros Excavation,WHITE ST,2019-07-03
103650,ROCHESTER BITUMINOUS PRODUCTS,PLEASANT ST,2019-07-03
5544,BILT RITE CONSTRUCTION,HYDE PARK AV,2019-07-03
49476,NATIONAL WATER MAIN CLEANING CO,L ST,2019-07-03
6040,Feeney Bros Excavation,MCBRIDE ST,2019-07-03
381,Lee Kennedy Co,TREMONT ST,2019-07-03
55,Boston Water & Sewer Commission,HOLLANDER ST,2019-07-03
83105,"The Georges Company, Inc",HIGH ST,2019-07-03
30288,Cranshaw Construction,S HUNTINGTON AV,2019-07-03
49476,NATIONAL WATER MAIN CLEANING CO,K ST,2019-07-03
416,VERIZON,CONGRESS ST,2019-07-03
40878,COMMODORE BUILDERS,COLUMBIA RD,2019-07-03
7325,Consigli Construction Co Inc,TEMPLE ST,2019-07-03
6198,"HARDING,IW CONSTRUCTION",SOUTH ST,2019-07-03
103650,ROCHESTER BITUMINOUS PRODUCTS,CRESCENT AV,2019-07-03
6040,Feeney Bros Excavation,SOUTH ST,2019-07-03
97297,EVERSOURCE ELECTRIC,CAMBRIDGE ST,2019-07-04
29264,LIVE NATION - DON LAW COMPANY,FENWAY,2019-07-04
99163,BPD - BOSTON POLICE DEPARTMENT - B.F.S.,SCHROEDER PLAZA,2019-07-04
95347,VEOLIA ENERGY,SUMMER ST,2019-07-04
2602,TISHMAN CONSTRUCTION CORP,SUDBURY ST,2019-07-05
2602,TISHMAN CONSTRUCTION CORP,NEW SUDBURY ST,2019-07-05
97297,EVERSOURCE ELECTRIC,BEACON ST,2019-07-05
2838,"MORIARTY, JOHN & ASSOC",CONGRESS ST,2019-07-05
30288,Cranshaw Construction,SUMNER ST,2019-07-05
2838,"MORIARTY, JOHN & ASSOC",CAUSEWAY ST,2019-07-05
55,Boston Water & Sewer Commission,PARKER ST,2019-07-05
2590,SUFFOLK CONSTRUCTION,SUMMER ST,2019-07-05
2590,SUFFOLK CONSTRUCTION,DEVONSHIRE ST,2019-07-05
36729,WAYPOINT DEVELOPMENT LLC,HAYNES ST,2019-07-05
2590,SUFFOLK CONSTRUCTION,FEDERAL ST,2019-07-05
2838,"MORIARTY, JOHN & ASSOC",NEW CHARDON ST,2019-07-05
55,Boston Water & Sewer Commission,MARION ST,2019-07-05
381,Lee Kennedy Co,STANIFORD ST,2019-07-05
55,Boston Water & Sewer Commission,BROAD ST,2019-07-05
381,Lee Kennedy Co,TREMONT ST,2019-07-05
416,VERIZON,DORRANCE ST,2019-07-05
2590,SUFFOLK CONSTRUCTION,BOYLSTON ST,2019-07-05
97297,EVERSOURCE ELECTRIC,JOY ST,2019-07-05
2687,LENDLEASE,CLIPPER SHIP LA,2019-07-05
49476,NATIONAL WATER MAIN CLEANING CO,ANNUNCIATION RD,2019-07-05
396,National Grid,RIVER ST,2019-07-05
416,VERIZON,SAUNDERS ST,2019-07-05
416,VERIZON,WASHINGTON ST,2019-07-05
43814,Barletta Engineering Corp,ARBORWAY,2019-07-05
396,National Grid,COURTNEY RD,2019-07-05
396,National Grid,BROOKFIELD ST,2019-07-05
396,National Grid,POND ST,2019-07-05
5940,DIMEO CONSTRUCTION,WASHINGTON ST,2019-07-05
40878,COMMODORE BUILDERS,COLUMBIA RD,2019-07-05
2838,"MORIARTY, JOHN & ASSOC",E SERVICE RD,2019-07-05
49476,NATIONAL WATER MAIN CLEANING CO,WILLIAMS AV,2019-07-05
55,Boston Water & Sewer Commission,BEECH ST,2019-07-05
104322,TOCCI BUILDING CO,WAREHAM ST,2019-07-05
416,VERIZON,LYNDEBORO ST,2019-07-05
97297,EVERSOURCE ELECTRIC,COMMONWEALTH AV,2019-07-05
6040,Feeney Bros Excavation,WESTERN AV,2019-07-05
396,National Grid,ROUND HILL ST,2019-07-05
5660,COMCAST,QUINCY ST,2019-07-05
98907,PV BARONE CONSTRUCTION,BOWDOIN ST,2019-07-05
2590,SUFFOLK CONSTRUCTION,E DEDHAM ST,2019-07-05
2838,"MORIARTY, JOHN & ASSOC",MILK ST,2019-07-05
2602,TISHMAN CONSTRUCTION CORP,LOMASNEY WY,2019-07-05
396,National Grid,LYDON WY,2019-07-05
2687,LENDLEASE,LEWIS ST,2019-07-05
2838,"MORIARTY, JOHN & ASSOC",OLIVER ST,2019-07-05
2838,"MORIARTY, JOHN & ASSOC",COLUMBUS AV,2019-07-05
97297,EVERSOURCE ELECTRIC,GOODENOUGH ST,2019-07-05
384,SHAWMUT DESIGN & CONSTRUCTION,E NEWTON ST,2019-07-05
2838,"MORIARTY, JOHN & ASSOC",BEACON ST,2019-07-05
97299,ANDYTOWN PROPERTIES,W BROADWAY,2019-07-05
396,National Grid,PARKER ST,2019-07-05
6040,Feeney Bros Excavation,BROOKS ST,2019-07-05
55,Boston Water & Sewer Commission,EUSTIS ST,2019-07-05
19245,Maverick Construction,ATHENS ST,2019-07-05
416,VERIZON,A ST,2019-07-05
388,TURNER CONSTRUCTION CO,E SERVICE RD,2019-07-05
2838,"MORIARTY, JOHN & ASSOC",LIFE ST,2019-07-05
100833,B & M RESTORATION,SUMNER ST,2019-07-05
81519,CASHMAN DUTRA( JAY CASHMAN),BOSTON HARBOR,2019-07-05
95347,VEOLIA ENERGY,SUMMER ST,2019-07-05
68,MASSACHUSETTS WATER RESOURCE AUTHORITY,WASHINGTON ST,2019-07-05
388,TURNER CONSTRUCTION CO,WESTERN AV,2019-07-05
30288,Cranshaw Construction,S HUNTINGTON AV,2019-07-05
6040,Feeney Bros Excavation,WOODMONT ST,2019-07-05
99163,BPD - BOSTON POLICE DEPARTMENT - B.F.S.,SCHROEDER PLAZA,2019-07-05
97297,EVERSOURCE ELECTRIC,HYDE PARK AV,2019-07-06
95347,VEOLIA ENERGY,SUMMER ST,2019-07-06
6982,SHERMAN CRANE SERVICE INC,BOYLSTON ST,2019-07-06
396,National Grid,LYDON WY,2019-07-06
2838,"MORIARTY, JOHN & ASSOC",WASHINGTON ST,2019-07-06
19245,Maverick Construction,SYMPHONY RD,2019-07-06
101501,J LEE ASSOCIATES,A ST,2019-07-06
2602,TISHMAN CONSTRUCTION CORP,NEW SUDBURY ST,2019-07-06
2602,TISHMAN CONSTRUCTION CORP,LOMASNEY WY,2019-07-06
2838,"MORIARTY, JOHN & ASSOC",NEW CHARDON ST,2019-07-06
396,National Grid,HEMENWAY ST,2019-07-06
40878,COMMODORE BUILDERS,AMORY ST,2019-07-06
7389,MIRRA COMPANY INCORPORATED,CENTRE ST,2019-07-06
2602,TISHMAN CONSTRUCTION CORP,SUDBURY ST,2019-07-06
396,National Grid,WASHINGTON ST,2019-07-06
97297,EVERSOURCE ELECTRIC,SPRINGER ST,2019-07-06
381,Lee Kennedy Co,STUART ST,2019-07-06
381,Lee Kennedy Co,RUTHERFORD AV,2019-07-06
49476,NATIONAL WATER MAIN CLEANING CO,RUGGLES ST,2019-07-06
2590,SUFFOLK CONSTRUCTION,FEDERAL ST,2019-07-06
396,National Grid,DORCHESTER AV,2019-07-06
98035,"Hi-Rise, Inc.",INDIA ST,2019-07-06
2838,"MORIARTY, JOHN & ASSOC",CAUSEWAY ST,2019-07-06
71575,"M & X UTILITY COMPANY, INC.",TREMONT ST,2019-07-06
97297,EVERSOURCE ELECTRIC,SEAPORT BL,2019-07-06
381,Lee Kennedy Co,TREMONT ST,2019-07-06
29264,LIVE NATION - DON LAW COMPANY,FENWAY,2019-07-07
97297,EVERSOURCE ELECTRIC,NORTH ST,2019-07-07
98035,"Hi-Rise, Inc.",INDIA ST,2019-07-07
19245,Maverick Construction,SYMPHONY RD,2019-07-07
97297,EVERSOURCE ELECTRIC,MERIDIAN ST,2019-07-07
97810,Mark-A-Lot Inc.,REVERE ST,2019-07-07
98928,WESTON & SAMPSON,BAY STATE RD,2019-07-07
71575,"M & X UTILITY COMPANY, INC.",TREMONT ST,2019-07-07
29264,LIVE NATION - DON LAW COMPANY,LANSDOWNE ST,2019-07-07
95347,VEOLIA ENERGY,SUMMER ST,2019-07-07
2838,"MORIARTY, JOHN & ASSOC",CAUSEWAY ST,2019-07-07
416,VERIZON,JERSEY ST,2019-07-08
99466,NEWPORT CONSTRUCTION,COMMONWEALTH AV,2019-07-08
7389,MIRRA COMPANY INCORPORATED,ALBANY ST,2019-07-08
97297,EVERSOURCE ELECTRIC,BEACON ST,2019-07-08
6982,SHERMAN CRANE SERVICE INC,BOYLSTON ST,2019-07-08
396,National Grid,HUNNEWELL AV,2019-07-08
104322,TOCCI BUILDING CO,WAREHAM ST,2019-07-08
6040,Feeney Bros Excavation,HUNTINGTON AV,2019-07-08
416,VERIZON,BIGELOW ST,2019-07-08
416,VERIZON,MERIDIAN ST,2019-07-08
6040,Feeney Bros Excavation,REVERE ST,2019-07-08
2602,TISHMAN CONSTRUCTION CORP,SUDBURY ST,2019-07-08
104488,CROWN CASTLE,MAIN ST,2019-07-08
14165,UMBRO & SONS CONSTRUCTION,ASHBURTON PL,2019-07-08
7389,MIRRA COMPANY INCORPORATED,HIGH ST,2019-07-08
6040,Feeney Bros Excavation,SARATOGA ST,2019-07-08
7389,MIRRA COMPANY INCORPORATED,MAVERICK ST,2019-07-08
2602,TISHMAN CONSTRUCTION CORP,LOMASNEY WY,2019-07-08
97297,EVERSOURCE ELECTRIC,WASHINGTON ST,2019-07-08
6040,Feeney Bros Excavation,VERMONT ST,2019-07-08
55,Boston Water & Sewer Commission,HAVERFORD ST,2019-07-08
5940,DIMEO CONSTRUCTION,WASHINGTON ST,2019-07-08
97297,EVERSOURCE ELECTRIC,HYDE PARK AV,2019-07-08
103943,NEW BOSTON BUILDERS,WARD ST,2019-07-08
55,Boston Water & Sewer Commission,SYCAMORE ST,2019-07-08
106644,STERLING CONSTRUCTION & DEVELOPMENT LLC,SYMPHONY RD,2019-07-08
5660,COMCAST,SAVIN HILL AV,2019-07-08
13165,"SUSI ,MARIO & SON",MORTON ST,2019-07-08
2838,"MORIARTY, JOHN & ASSOC",CAUSEWAY ST,2019-07-08
2838,"MORIARTY, JOHN & ASSOC",WASHINGTON ST,2019-07-08
55,Boston Water & Sewer Commission,GRANADA PK,2019-07-08
396,National Grid,CENTRE ST,2019-07-08
98850,RILEY BROTHERS INC,BOWMAN ST,2019-07-08
7389,MIRRA COMPANY INCORPORATED,WASHINGTON ST,2019-07-08
19245,Maverick Construction,DORCHESTER AV,2019-07-08
99180,SHEERIN CONSTRUCTION,POND ST,2019-07-08
6040,Feeney Bros Excavation,NEWMARKET SQ,2019-07-08
6040,Feeney Bros Excavation,MCBRIDE ST,2019-07-08
98849,RAPID FLOW INCORPORATED,COLUMBIA RD,2019-07-08
6040,Feeney Bros Excavation,VALLEY RD,2019-07-08
416,VERIZON,DORCHESTER ST,2019-07-08
6040,Feeney Bros Excavation,E 8TH ST,2019-07-08
416,VERIZON,CONGRESS ST,2019-07-08
6040,Feeney Bros Excavation,E EIGHTH ST,2019-07-08
98849,RAPID FLOW INCORPORATED,DORCHESTER AV,2019-07-08
8641,EVERSOURCE GAS,METROPOLITAN AV,2019-07-08
40878,COMMODORE BUILDERS,AMORY ST,2019-07-08
416,VERIZON,WASHINGTON ST,2019-07-08
416,VERIZON,PRINCETON ST,2019-07-08
2590,SUFFOLK CONSTRUCTION,VALLAR RD,2019-07-08
2687,LENDLEASE,LEWIS ST,2019-07-08
100833,B & M RESTORATION,SUMNER ST,2019-07-08
2590,SUFFOLK CONSTRUCTION,SUMMER ST,2019-07-08
396,National Grid,THATCHER ST,2019-07-08
2873,JF WHITE CONTRACTING CO,N WASHINGTON ST,2019-07-08
103579,EJO CONTRACTING,CHELSEA ST,2019-07-08
2873,JF WHITE CONTRACTING CO,CHELSEA ST,2019-07-08
2590,SUFFOLK CONSTRUCTION,FEDERAL ST,2019-07-08
416,VERIZON,SULLIVAN ST,2019-07-08
416,VERIZON,LYNDEBORO ST,2019-07-08
98907,PV BARONE CONSTRUCTION,BLUE HILL AV,2019-07-08
6316,K & K Excavation Co,FERNDALE ST,2019-07-08
396,National Grid,BRIMMER ST,2019-07-08
416,VERIZON,MARION ST,2019-07-08
7389,MIRRA COMPANY INCORPORATED,SUMMER ST,2019-07-08
2590,SUFFOLK CONSTRUCTION,BOYLSTON ST,2019-07-08
24879,MARR CRANE & RIGGING CO,COMMONWEALTH AV,2019-07-08
2590,SUFFOLK CONSTRUCTION,DALTON ST,2019-07-08
5544,BILT RITE CONSTRUCTION,OCONNOR WY,2019-07-08
97297,EVERSOURCE ELECTRIC,EMPIRE ST,2019-07-08
13165,"SUSI ,MARIO & SON",HEATH ST,2019-07-08
6040,Feeney Bros Excavation,CONGRESS ST,2019-07-08
6040,Feeney Bros Excavation,HARRISON AV,2019-07-08
7325,Consigli Construction Co Inc,MUSEUM RD,2019-07-08
416,VERIZON,PUBLIC ALLEY 422,2019-07-08
95347,VEOLIA ENERGY,SUMMER ST,2019-07-08
416,VERIZON,QUEENSBERRY ST,2019-07-08
97297,EVERSOURCE ELECTRIC,COMMONWEALTH AV,2019-07-08
416,VERIZON,LAKE ST,2019-07-08
388,TURNER CONSTRUCTION CO,WESTERN AV,2019-07-08
416,VERIZON,CAMBRIDGE ST,2019-07-08
396,National Grid,COMMONWEALTH AV,2019-07-08
6040,Feeney Bros Excavation,BROOKS ST,2019-07-08
416,VERIZON,LINCOLN ST,2019-07-08
98849,RAPID FLOW INCORPORATED,HARRISON AV,2019-07-08
6618,MURPHY & FAHY CONSTRUCTION CO INC,HUNTINGTON AV,2019-07-08
107885,COMMONWEALTH CONST & CONSULTING,CHESTNUT HILL AV,2019-07-08
7389,MIRRA COMPANY INCORPORATED,BLUE HILL AV,2019-07-08
55,Boston Water & Sewer Commission,ALMONT ST,2019-07-08
6040,Feeney Bros Excavation,MILLET ST,2019-07-08
6040,Feeney Bros Excavation,COLONIAL AV,2019-07-08
95497,RJV CONSTRUCTION CORP.,GARDNER ST,2019-07-08
43814,Barletta Engineering Corp,ARBORWAY,2019-07-08
97297,EVERSOURCE ELECTRIC,BAY STATE RD,2019-07-08
6040,Feeney Bros Excavation,DUDLEY ST,2019-07-08
6040,Feeney Bros Excavation,CUMMINS HY,2019-07-08
396,National Grid,FLOYD ST,2019-07-08
396,National Grid,EVANS ST,2019-07-08
7389,MIRRA COMPANY INCORPORATED,OWENCROFT RD,2019-07-08
97297,EVERSOURCE ELECTRIC,TREMONT ST,2019-07-08
98613,"Albanese D & S, Inc",BROOKS ST,2019-07-08
384,SHAWMUT DESIGN & CONSTRUCTION,FRANKLIN ST,2019-07-08
6040,Feeney Bros Excavation,SOUTHMERE RD,2019-07-08
6040,Feeney Bros Excavation,SOUTH ST,2019-07-08
103650,ROCHESTER BITUMINOUS PRODUCTS,REDGATE RD,2019-07-08
416,VERIZON,PARK DR,2019-07-08
103650,ROCHESTER BITUMINOUS PRODUCTS,BEACON ST,2019-07-08
2966,MIDDLESEX CORPORATION,ELECTRIC AV,2019-07-08
55,Boston Water & Sewer Commission,BEECH ST,2019-07-08
2838,"MORIARTY, JOHN & ASSOC",E SERVICE RD,2019-07-08
2687,LENDLEASE,CLIPPER SHIP LA,2019-07-08
6040,Feeney Bros Excavation,FANEUIL ST,2019-07-08
2838,"MORIARTY, JOHN & ASSOC",LIFE ST,2019-07-08
416,VERIZON,UNION ST,2019-07-08
8641,EVERSOURCE GAS,MARIPOSA ST,2019-07-08
416,VERIZON,MAYWOOD ST,2019-07-08
8641,EVERSOURCE GAS,LORING PL,2019-07-08
5544,BILT RITE CONSTRUCTION,ROXBURY ST,2019-07-08
95347,VEOLIA ENERGY,STATE ST,2019-07-08
6121,Gentle Giant Moving,MT VERNON ST,2019-07-08
5741,Chute Hall Constr Co,ST STEPHEN ST,2019-07-08
19245,Maverick Construction,COLUMBUS AV,2019-07-08
6141,"GIOIOSO, P & SONS INC",DANA AV,2019-07-08
13165,"SUSI ,MARIO & SON",SALMAN ST,2019-07-08
2873,JF WHITE CONTRACTING CO,CITY SQ,2019-07-08
6316,K & K Excavation Co,FENDALE AV,2019-07-08
14165,UMBRO & SONS CONSTRUCTION,BOWDOIN ST,2019-07-08
2590,SUFFOLK CONSTRUCTION,DEVONSHIRE ST,2019-07-08
21133,D'Allessandro Corp,HARRISON AV,2019-07-08
6040,Feeney Bros Excavation,WHITE ST,2019-07-08
98918,MSR UTILITY,E BERKELEY ST,2019-07-08
6040,Feeney Bros Excavation,HUMPHREYS ST,2019-07-08
98835,FED CORP,BENNINGTON ST,2019-07-08
99089,Lewis Tree Service,CANTERBURY ST,2019-07-08
2590,SUFFOLK CONSTRUCTION,E DEDHAM ST,2019-07-08
416,VERIZON,HUNTINGTON AV,2019-07-08
16377,GILBANE BUILDING CO,BERKELEY ST,2019-07-08
2838,"MORIARTY, JOHN & ASSOC",COLUMBUS AV,2019-07-08
100008,MIDWAY UTILITY CONTRACTORS LLC,BOWDOIN ST,2019-07-08
8641,EVERSOURCE GAS,RIVER ST,2019-07-08
98849,RAPID FLOW INCORPORATED,BOSTON ST,2019-07-08
41853,"Phoenix Communications, Inc.",KNEELAND ST,2019-07-08
6798,Pick Crane Serv,POST OFFICE SQ,2019-07-08
90255,DELPHI CONSTRUCTION,BURNETT ST,2019-07-08
90570,ELECCOMM CORP.,HUNTINGTON AV,2019-07-08
416,VERIZON,COLUMBUS AV,2019-07-08
99163,BPD - BOSTON POLICE DEPARTMENT - B.F.S.,SCHROEDER PLAZA,2019-07-08
41853,"Phoenix Communications, Inc.",COMMERCIAL ST,2019-07-08
396,National Grid,THACHER ST,2019-07-08
8641,EVERSOURCE GAS,REDDY AV,2019-07-08
7325,Consigli Construction Co Inc,TEMPLE ST,2019-07-08
49476,NATIONAL WATER MAIN CLEANING CO,HYDE PARK AV,2019-07-08
396,National Grid,ELECTRIC AV,2019-07-08
381,Lee Kennedy Co,TREMONT ST,2019-07-08
41853,"Phoenix Communications, Inc.",SUMMER ST,2019-07-08
30288,Cranshaw Construction,S HUNTINGTON AV,2019-07-08
396,National Grid,JUNE ST,2019-07-08
6040,Feeney Bros Excavation,TYNDALE ST,2019-07-08
99180,SHEERIN CONSTRUCTION,DORCHESTER AV,2019-07-08
381,Lee Kennedy Co,OCONNELL WY,2019-07-08
2838,"MORIARTY, JOHN & ASSOC",OLIVER ST,2019-07-08
29054,SEA-DAR CONSTRUCTION,PINCKNEY ST,2019-07-08
6289,"JR TRANSPORT, INC",RUTHERFORD AV,2019-07-08
81519,CASHMAN DUTRA( JAY CASHMAN),BOSTON HARBOR,2019-07-08
33958,"Belli,A R",ST BOTOLPH ST,2019-07-08
396,National Grid,BEECH ST,2019-07-08
99160,BOSTON TREE CO,DARTMOUTH ST,2019-07-08
97297,EVERSOURCE ELECTRIC,ALLANDALE ST,2019-07-08
98829,C NAUGHTON CORPORATION,F ST,2019-07-08
2838,"MORIARTY, JOHN & ASSOC",CONGRESS ST,2019-07-08
7325,Consigli Construction Co Inc,FRANCIS ST,2019-07-08
2838,"MORIARTY, JOHN & ASSOC",MILK ST,2019-07-08
416,VERIZON,PRESCOTT ST,2019-07-08
8892,Elaine Construction,CAMBRIDGE ST,2019-07-08
416,VERIZON,UNDINE RD,2019-07-08
95347,VEOLIA ENERGY,ATLANTIC AV,2019-07-08
100008,MIDWAY UTILITY CONTRACTORS LLC,SHAWMUT AV,2019-07-08
55,Boston Water & Sewer Commission,WYMAN ST,2019-07-08
41853,"Phoenix Communications, Inc.",BEACON ST,2019-07-08
102787,MCGUE EXCAVATING,E 6TH ST,2019-07-08
41853,"Phoenix Communications, Inc.",MT VERNON AV,2019-07-08
2602,TISHMAN CONSTRUCTION CORP,SUDBURY ST,2019-07-09
100752,COMMUNICATIONS CONSTRUCTION GROUP - CCG,STUART ST,2019-07-09
6040,Feeney Bros Excavation,TYNDALE ST,2019-07-09
97297,EVERSOURCE ELECTRIC,CENTRE ST,2019-07-09
6040,Feeney Bros Excavation,MCBRIDE ST,2019-07-09
396,National Grid,COLUMBIA RD,2019-07-09
416,VERIZON,RICHFIELD ST,2019-07-09
95497,RJV CONSTRUCTION CORP.,GARDNER ST,2019-07-09
97297,EVERSOURCE ELECTRIC,BRADFIELD AV,2019-07-09
416,VERIZON,SLEEPER ST,2019-07-09
97297,EVERSOURCE ELECTRIC,SEAPORT BL,2019-07-09
97297,EVERSOURCE ELECTRIC,F ST,2019-07-09
45146,FRED DEROMA & SONS,SUMMER ST,2019-07-09
6040,Feeney Bros Excavation,E EIGHTH ST,2019-07-09
87768,CEDARWOOD DEVELOPMENT,O ST,2019-07-09
98849,RAPID FLOW INCORPORATED,ELLERY ST,2019-07-09
416,VERIZON,SHORE RD,2019-07-09
416,VERIZON,WILLIAM DAY BL,2019-07-09
97297,EVERSOURCE ELECTRIC,SPRINGER ST,2019-07-09
2838,"MORIARTY, JOHN & ASSOC",CONGRESS ST,2019-07-09
95497,RJV CONSTRUCTION CORP.,SPRING ST,2019-07-09
6040,Feeney Bros Excavation,VERMONT ST,2019-07-09
43814,Barletta Engineering Corp,ARBORWAY,2019-07-09
396,National Grid,WASHINGTON ST,2019-07-09
396,National Grid,JUNE ST,2019-07-09
55,Boston Water & Sewer Commission,WALDEMAR AV,2019-07-09
7389,MIRRA COMPANY INCORPORATED,HIGH ST,2019-07-09
396,National Grid,ORLEANS ST,2019-07-09
98907,PV BARONE CONSTRUCTION,MAPLE ST,2019-07-09
2873,JF WHITE CONTRACTING CO,N WASHINGTON ST,2019-07-09
6040,Feeney Bros Excavation,REVERE ST,2019-07-09
2590,SUFFOLK CONSTRUCTION,BOYLSTON ST,2019-07-09
6040,Feeney Bros Excavation,OWENCROFT RD,2019-07-09
7371,Lorusso Corporation,WASHINGTON ST,2019-07-09
97297,EVERSOURCE ELECTRIC,W SELDEN ST,2019-07-09
396,National Grid,BLUE HILL AV,2019-07-09
416,VERIZON,LENOX ST,2019-07-09
416,VERIZON,BOYLSTON ST,2019-07-09
97297,EVERSOURCE ELECTRIC,ADDISON ST,2019-07-09
7484,HERITAGE FLAG,BOYLSTON ST,2019-07-09
6040,Feeney Bros Excavation,WABON ST,2019-07-09
95347,VEOLIA ENERGY,SUMMER ST,2019-07-09
6040,Feeney Bros Excavation,HUMPHREYS ST,2019-07-09
34184,Hamilton Constr Mngmnt Corp,BRIGHTON AV,2019-07-09
416,VERIZON,JERSEY ST,2019-07-09
103943,NEW BOSTON BUILDERS,WASHINGTON ST,2019-07-09
49,CITY OF BOSTON - PWD (VOUCHER) RESURFACING CONTRACTS,MONTEBELLO RD,2019-07-09
7389,MIRRA COMPANY INCORPORATED,MITCHELL ST,2019-07-09
49476,NATIONAL WATER MAIN CLEANING CO,W ROXBURY PY,2019-07-09
8641,EVERSOURCE GAS,RIVER ST,2019-07-09
49476,NATIONAL WATER MAIN CLEANING CO,WESTINGHOUSE PLAZA,2019-07-09
