DEPARTMENT_NAME,TITLE,,
Food & Nutrition Svc,Head Admin Clerk-31,,
Food & Nutrition Svc,Manager (D) (non-ac),,
Food & Nutrition Svc,Staff Asst (B),,
Food & Nutrition Svc,Prin Account Clerk 25,,
Food & Nutrition Svc,Principal Clerk Typist 25,,
Food & Nutrition Svc,Sen Utility Food Worker,,
Food & Nutrition Svc,Sen Account Clerk 25,,
Food & Nutrition Svc,Substitute Cafe Attn BE,,
Food & Nutrition Svc,Distribution Center Worker,,
Food & Nutrition Svc,Specialist (C),,
Food & Nutrition Svc,Coord-Manager (B),,
Food & Nutrition Svc,Part-Time Cafeteria Attendant,,
Food & Nutrition Svc,Substitute Cafe Attn HE,,
Food & Nutrition Svc,Substitute Cafeteria Attendant,,
Food & Nutrition Svc,Employment Agreement,,
Frederick Pilot Middle,Principal Middle,,
Frederick Pilot Middle,Teacher,,
Frederick Pilot Middle,Academy Leader,,
Frederick Pilot Middle,Director (D) (non-ac),,
Frederick Pilot Middle,Social Worker/Coordinator,,
Frederick Pilot Middle,SpEd Support Svcs Coordinator,,
Frederick Pilot Middle,Nurse,,
Frederick Pilot Middle,Fam & Comm Outreach Coord,,
Frederick Pilot Middle,Prin Clerk/School Sec 21,,
Frederick Pilot Middle,Library Paraprofessional,,
Frederick Pilot Middle,Paraprofessional,,
Frederick Pilot Middle,Cafeteria Manager14,,
Frederick Pilot Middle,Community Field Coordinator,,
Frederick Pilot Middle,Part-Time Cafeteria Attendant,,
Frederick Pilot Middle,Staff Asst (B),,
Frederick Pilot Middle,Employment Agreement,,
Gardner Pilot  Academy,Principal Elementary,,
Gardner Pilot  Academy,Teacher,,
Gardner Pilot  Academy,Program Director (C),,
Gardner Pilot  Academy,Nurse,,
Gardner Pilot  Academy,Director (D) (non-ac),,
Gardner Pilot  Academy,SpEd Support Svcs Coordinator,,
Gardner Pilot  Academy,Prin Clerk/School Sec 19,,
Gardner Pilot  Academy,Surround Care Paraprofessional,,
Gardner Pilot  Academy,Community Field Coordinator,,
Gardner Pilot  Academy,Paraprofessional,,
Gardner Pilot  Academy,Lunch Hour Monitors,,
Gardner Pilot  Academy,Lead Satellite Attendant A,,
Gardner Pilot  Academy,Part-Time Cafeteria Attendant,,
Greater Egleston High,Headmaster,,
Greater Egleston High,Teacher,,
Greater Egleston High,Student Dev Counselor (1),,
Greater Egleston High,Asst Director (C),,
Greater Egleston High,Community Field Coordinator,,
Greater Egleston High,Prin Clerk/School Sec 23,,
Greater Egleston High,Employment Agreement,,
Green Academy,Headmaster,,
Green Academy,Teacher,,
Green Academy,SpEd Support Svcs Coordinator,,
Green Academy,Asst Headmaster,,
Green Academy,Social Worker/Coordinator,,
Green Academy,Sen Coordinator (C) (non-ac),,
Green Academy,Nurse,,
Green Academy,Guidance Counselor(1),,
Green Academy,Manager (C) (non-ac),,
Green Academy,Librarian,,
Green Academy,Community Field Coordinator,,
Green Academy,Coord-Manager (B),,
Green Academy,Head Staff Asst 28 (HMCB),,
Green Academy,Paraprofessional,,
Green Academy,Part-Time Cafeteria Attendant,,
"Greenwood, S K-8",Principal Middle,,
"Greenwood, S K-8",Asst Principal Middle,,
"Greenwood, S K-8",Teacher,,
"Greenwood, S K-8",SpEd Support Svcs Coordinator,,
"Greenwood, S K-8",Specialist (BTU),,
"Greenwood, S K-8",Nurse,,
"Greenwood, S K-8",Social Worker/Coordinator,,
"Greenwood, S K-8",Director (D) (non-ac),,
"Greenwood, S K-8",Community Field Coordinator,,
"Greenwood, S K-8",Security Para,,
"Greenwood, S K-8",Prin Clerk/School Sec 19,,
"Greenwood, S K-8",Paraprofessional,,
"Greenwood, S K-8",Library Paraprofessional,,
"Greenwood, S K-8",Lunch Hour Monitors,,
"Greenwood, S K-8",Employment Agreement,,
"Greenwood, S K-8",Cafeteria Manager 12,,
"Greenwood, S K-8",Part-Time Cafeteria Attendant,,
Haley Pilot,Principal Elementary,,
Haley Pilot,Teacher,,
Haley Pilot,Nurse,,
Haley Pilot,Coord-Manager (C),,
Haley Pilot,SpEd Support Svcs Coordinator,,
Haley Pilot,Prin Clerk/School Sec 19,,
Haley Pilot,Paraprofessional,,
Haley Pilot,Cluster Substitute,,
Haley Pilot,Lead Satellite Attendant B,,
Haley Pilot,Specialist (BTU),,
Haley Pilot,Lunch Hour Monitors,,
Haley Pilot,Surround Care Paraprofessional,,
Haley Pilot,Sub Lunch Monitor,,
Haynes EEC,Principal Elementary,,
Haynes EEC,Teacher,,
Haynes EEC,Nurse,,
Haynes EEC,Surround Care Paraprofessional,,
Haynes EEC,Prin Clerk/School Sec 19,,
Haynes EEC,Community Field Coordinator,,
Haynes EEC,Library Paraprofessional,,
Haynes EEC,Paraprofessional,,
Haynes EEC,Cafeteria Manager 10,,
Haynes EEC,Part-Time Cafeteria Attendant,,
Haynes EEC,Lunch Hour Monitors,,
Henderson Elementary,Headmaster,,
Henderson Elementary,Teacher,,
Henderson Elementary,Student Dev Counselor (1),,
Henderson Elementary,Director Of Instruction,,
Henderson Elementary,Nurse,,
Henderson Elementary,Social Worker/Coordinator,,
Henderson Elementary,Instructional Coach,,
Henderson Elementary,SpEd Support Svcs Coordinator,,
Henderson Elementary,Manager (C) (non-ac),,
Henderson Elementary,Director (D) (non-ac),,
Henderson Elementary,Prin Clerk/School Sec 19,,
Henderson Elementary,Community Field Coordinator,,
Henderson Elementary,Cafeteria Manager14,,
Henderson Elementary,Paraprofessional,,
Henderson Elementary,Library Paraprofessional,,
Henderson Elementary,Lead Satellite Attendant B,,
Henderson Elementary,Cafeteria Manager 10,,
Henderson Elementary,Part-Time Cafeteria Attendant,,
Henderson Elementary,Lunch Hour Monitors,,
Hernandez K-8,Teacher,,
Hernandez K-8,Director (D) (non-ac),,
Hernandez K-8,Nurse,,
Hernandez K-8,Community Field Coordinator,,
Hernandez K-8,Prin Clerk/School Sec 19,,
Hernandez K-8,Principal Middle,,
Hernandez K-8,Paraprofessional,,
Hernandez K-8,Security Para,,
Hernandez K-8,Cafeteria Manager14,,
Hernandez K-8,Cluster Substitute,,
Hernandez K-8,Part-Time Cafeteria Attendant,,
Hernandez K-8,Before/After School Support,,
Hernandez K-8,Before After SchCoordinator,,
Hernandez K-8,Employment Agreement,,
Higginson/Lewis K-8,Principal Middle,,
Higginson/Lewis K-8,Teacher,,
Higginson/Lewis K-8,SpEd Support Svcs Coordinator,,
Higginson/Lewis K-8,Nurse,,
Higginson/Lewis K-8,Instructional Coach,,
Higginson/Lewis K-8,Community Field Coordinator,,
Higginson/Lewis K-8,Staff Asst (B),,
Higginson/Lewis K-8,Prin Clerk/School Sec 19,,
Higginson/Lewis K-8,Paraprofessional,,
Higginson/Lewis K-8,Cafeteria Manager 12,,
Higginson/Lewis K-8,Specialist (BTU),,
Higginson/Lewis K-8,Part-Time Cafeteria Attendant,,
Higginson/Lewis K-8,Lunch Hour Monitors,,
HPEC: Com Acd Science & Health,Headmaster,,
HPEC: Com Acd Science & Health,Teacher,,
HPEC: Com Acd Science & Health,Rotc Instructor,,
HPEC: Com Acd Science & Health,Student Dev Counselor (1),,
HPEC: Com Acd Science & Health,Program Director (Basas 10B),,
HPEC: Com Acd Science & Health,SpEd Support Svcs Coordinator,,
HPEC: Com Acd Science & Health,Director (C),,
HPEC: Com Acd Science & Health,Technician (B),,
HPEC: Com Acd Science & Health,Staff Asst (B),,
HPEC: Com Acd Science & Health,Paraprofessional,,
HPEC: Com Acd Science & Health,Prin Clerk/School Sec 21,,
HPEC: Com Acd Science & Health,Nurse,,
HPEC: Com Acd Science & Health,Cluster Substitute,,
HPEC: Com Acd Science & Health,Cafeteria Manager 10,,
HPEC: Com Acd Science & Health,Part-Time Cafeteria Attendant,,
HPEC: Com Acd Science & Health,Community Field Coordinator,,
Hurley K-8,Teacher,,
Hurley K-8,Principal Elementary,,
Hurley K-8,Nurse,,
Hurley K-8,Fam & Comm Outreach Coord,,
Hurley K-8,Prin Clerk/School Sec 19,,
Hurley K-8,Paraprofessional,,
Hurley K-8,Instructional Coach,,
Hurley K-8,Lunch Hour Monitors,,
Hurley K-8,Lead Satellite Attendant B,,
Hurley K-8,Before/After School Support,,
Hurley K-8,Sub Lunch Monitor,,
Immigrant Advancement,Asst Dir,,
Immigrant Advancement,Staff Asst III,,
Immigrant Advancement,Policy Analyst,,
Immigrant Advancement,Project Mngr,,
Immigrant Advancement,Dir,,
Info & Instr Technology,Service Representative,,
Info & Instr Technology,Director (non-ac),,
Info & Instr Technology,Director (D) (non-ac),,
Info & Instr Technology,Director (E),,
Info & Instr Technology,Instructional Coach,,
Info & Instr Technology,Manager (D) (non-ac),,
Info & Instr Technology,Assistant Director,,
Info & Instr Technology,Specialist (BTU),,
Info & Instr Technology,Sen  Program Coord (D),,
Info & Instr Technology,Developer,,
Info & Instr Technology,Coord-Manager (C),,
Info & Instr Technology,Manager (C) (non-ac),,
Info & Instr Technology,Sen Technician (C),,
Info & Instr Technology,Program Director (C),,
Info & Instr Technology,Planner,,
Info & Instr Technology,Coordinator (C),,
Info & Instr Technology,Specialist (C),,
Info & Instr Technology,Technician (C),,
Info & Instr Technology,Project Manager (C),,
Info & Instr Technology,User Support Technician,,
Info & Instr Technology,Sen Computer Programer,,
Info & Instr Technology,Sen Computer Operations Tech,,
Info & Instr Technology,Sen Computer Repair Technician,,
Inspectional Services Dept,Chief Electrical Inspector,,
Inspectional Services Dept,Wire Inspector,,
Inspectional Services Dept,Supv-Electrical Inspection,,
Inspectional Services Dept,Plumbing And Gasfitting Insp##,,
Inspectional Services Dept,Building Inspector##,,
Inspectional Services Dept,Supv Of Plumbing & Gas Insp,,
Inspectional Services Dept,Dir Bldg & Structure Div,,
Inspectional Services Dept,Asst Bldg Commissioner,,
Inspectional Services Dept,Assoc Inspection Eng Fire-Serv,,
Inspectional Services Dept,Commissioner (Ins),,
Inspectional Services Dept,Asst Comm Bldg&Structure Div,,
Inspectional Services Dept,Supv of Building Inspection,,
Inspectional Services Dept,Asst Commss/Constituent Serv,,
Inspectional Services Dept,Asst Commss/Environmental Serv,,
Inspectional Services Dept,Assoc Inspec  Engineer(Isd),,
Inspectional Services Dept,Chief Bldg Inspector##,,
Inspectional Services Dept,Dir-Publicity,,
Inspectional Services Dept,Asst Commissioner of Health,,
Inspectional Services Dept,Prin Admin Asst,,
Inspectional Services Dept,Asst Dir Housing Inspection,,
Inspectional Services Dept,Dir of Operations (ISD),,
Inspectional Services Dept,Asst Commss of Plans & Zoning,,
Inspectional Services Dept,Sr Data Proc Sys Anl,,
Inspectional Services Dept,Health Inspector##,,
Inspectional Services Dept,Prin Health Inspector,,
Inspectional Services Dept,Asst Commss of Housing,,
Inspectional Services Dept,Sr Admin Asst,,
Inspectional Services Dept,Asst Comm/Weights & Measures,,
Inspectional Services Dept,Sr Personnel Analyst,,
Inspectional Services Dept,Special Assistant,,
Inspectional Services Dept,Admin Asst (Law-General Svcs),,
Inspectional Services Dept,Chief Deputy Sealer Wts&Msrs##,,
Inspectional Services Dept,Code Enforce Inspector(Isd),,
Inspectional Services Dept,Sr Management Analyst,,
Inspectional Services Dept,Sr Admin Anl,,
Inspectional Services Dept,Housing Inspector,,
Inspectional Services Dept,Envrnmntl Health Inspector I,,
Inspectional Services Dept,Admin Asst,,
Inspectional Services Dept,Dep Sealer (Wts & Msrs)##,,
Inspectional Services Dept,Management Analyst(Insp Srvc),,
Inspectional Services Dept,Supv Permitting&Building Admin,,
Inspectional Services Dept,Legal Asst (ISD),,
Inspectional Services Dept,Sr Legal Asst (Isd),,
Inspectional Services Dept,Community Liaison  (ISD),,
Inspectional Services Dept,Admin Secretary (Isd),,
Inspectional Services Dept,Legal Asst,,
Inspectional Services Dept,Prin Housing Inspector,,
Inspectional Services Dept,Admin Secretary,,
Inspectional Services Dept,Chief Bldg Admin Clerk,,
Inspectional Services Dept,Dir Human Resources,,
Inspectional Services Dept,Dog Offr(AnimalControlOffcr)##,,
Inspectional Services Dept,Head Clerk,,
Inspectional Services Dept,Envrnmntl Health Inspector II,,
Inspectional Services Dept,Prin Clerk & Typist,,
Inspectional Services Dept,Board Member Appeals,,
Inspectional Services Dept,Member-Bd Of Review,,
Inspectional Services Dept,Sub Board Member,,
Inspectional Services Dept,Board Members (Examiners),,
Institutional Advancemt,Director (D) (non-ac),,
Institutional Advancemt,Manager (C) (non-ac),,
Jackson/Mann K-8,Principal Middle,,
Jackson/Mann K-8,Director Of Instruction,,
Jackson/Mann K-8,Teacher,,
Jackson/Mann K-8,Asst Principal Elementary,,
Jackson/Mann K-8,Specialist (BTU),,
Jackson/Mann K-8,SpEd Support Svcs Coordinator,,
Jackson/Mann K-8,Nurse,,
Jackson/Mann K-8,Prin Clerk/School Sec 21,,
Jackson/Mann K-8,Paraprofessional,,
Jackson/Mann K-8,Lead Satellite Attendant A,,
Jackson/Mann K-8,Lunch Hour Monitors,,
Jackson/Mann K-8,Part-Time Cafeteria Attendant,,
Jackson/Mann K-8,Sub Lunch Monitor,,
"Kennedy, EM Health Academy",Headmaster,,
"Kennedy, EM Health Academy",Teacher,,
"Kennedy, EM Health Academy",Guidance Counselor(1),,
"Kennedy, EM Health Academy",Instructional Coach,,
"Kennedy, EM Health Academy",Asst Headmaster,,
"Kennedy, EM Health Academy",Student Dev Counselor (1),,
"Kennedy, EM Health Academy",Program Director (Basas 9A),,
"Kennedy, EM Health Academy",SpEd Support Svcs Coordinator,,
"Kennedy, EM Health Academy",Nurse,,
"Kennedy, EM Health Academy",Coord-Manager (C),,
"Kennedy, EM Health Academy",Community Field Coordinator,,
"Kennedy, EM Health Academy",Staff Asst (B),,
"Kennedy, EM Health Academy",Cluster Substitute,,
"Kennedy, EM Health Academy",Lead Satellite Attendant B,,
"Kennedy, EM Health Academy",Prin Clerk/School Sec 19,,
"Kennedy, JF Elementary",Principal Elementary,,
"Kennedy, JF Elementary",Teacher,,
"Kennedy, JF Elementary",SpEd Support Svcs Coordinator,,
"Kennedy, JF Elementary",Nurse,,
"Kennedy, JF Elementary",Community Field Coordinator,,
"Kennedy, JF Elementary",Staff Asst (B),,
"Kennedy, JF Elementary",Prin Clerk/School Sec 19,,
"Kennedy, JF Elementary",Paraprofessional,,
"Kennedy, JF Elementary",Lead Satellite Attendant A,,
"Kennedy, JF Elementary",Lunch Hour Monitors,,
"Kennedy, JF Elementary",Part-Time Cafeteria Attendant,,
"Kennedy, JF Elementary",Cluster Substitute,,
"Kennedy, PJ Elementary",Principal Elementary,,
"Kennedy, PJ Elementary",Teacher,,
"Kennedy, PJ Elementary",Nurse,,
"Kennedy, PJ Elementary",Community Field Coordinator,,
"Kennedy, PJ Elementary",Prin Clerk/School Sec 19,,
"Kennedy, PJ Elementary",Paraprofessional,,
"Kennedy, PJ Elementary",Cafeteria Manager 10,,
"Kennedy, PJ Elementary",Lunch Hour Monitors,,
"Kennedy, PJ Elementary",Part-Time Cafeteria Attendant,,
Kilmer K-8,Specialist (BTU),,
Kilmer K-8,Principal Middle,,
Kilmer K-8,Teacher,,
Kilmer K-8,SpEd Support Svcs Coordinator,,
Kilmer K-8,Asst Principal Middle,,
Kilmer K-8,Prin Clerk/School Sec 19,,
Kilmer K-8,Coord-Manager (B),,
Kilmer K-8,Security Para,,
Kilmer K-8,Paraprofessional,,
Kilmer K-8,Nurse,,
Kilmer K-8,Lead Satellite Attendant B,,
Kilmer K-8,Lunch Hour Monitors,,
Kilmer K-8,Sub Lunch Monitor,,
King K-8,Teacher,,
King K-8,Specialist (BTU),,
King K-8,Principal Middle,,
King K-8,Nurse,,
King K-8,SpEd Support Svcs Coordinator,,
King K-8,Manager (D) (non-ac),,
King K-8,Staff Asst (B),,
King K-8,Paraprofessional,,
King K-8,Prin Clerk/School Sec 19,,
King K-8,Cluster Substitute,,
King K-8,Cafeteria Manager14,,
King K-8,Library Paraprofessional,,
King K-8,Security Para,,
King K-8,Community Field Coordinator,,
King K-8,Part-Time Cafeteria Attendant,,
King K-8,Lunch Hour Monitors,,
King K-8,Employment Agreement,,
King K-8,Sub Lunch Monitor,,
Law Department,Corporation Counsel,,
Law Department,First AsstCorporationCounsels,,
Law Department,General Counsel,,
Law Department,Asst Corp Counsel V,,
Law Department,Asst Corp Counsel IV,,
Law Department,Dir of Public Record,,
Law Department,Asst Corp Counsel III,,
Law Department,Public Facillities Comms Secr,,
Law Department,Office Manager II,,
Law Department,Asst Corp Counsel II,,
Law Department,Articled Clerk,,
Law Department,Prin Legal Asst (Law Dept),,
Law Department,Claims/Affirmative RecoveryAnl,,
Law Department,Admin Asst,,
Law Department,Exec Asst (Law),,
Law Department,Asst Corp Counsel I,,
Law Department,Head Clerk & Secretary,,
Law Department,Paralegal,,
Law Department,Prin Clerk,,
Legal Advisor,Paralegal Assistant,,
Legal Advisor,Staff Asst (B),,
Lyndon K-8,Teacher,,
Lyndon K-8,Nurse,,
Lyndon K-8,SpEd Support Svcs Coordinator,,
Lyndon K-8,Community Field Coordinator,,
Lyndon K-8,Prin Clerk/School Sec 19,,
Lyndon K-8,Paraprofessional,,
Lyndon K-8,Cafeteria Manager 12,,
Lyndon K-8,Part-Time Cafeteria Attendant,,
Lyndon K-8,Lunch Hour Monitors,,
Lyon K-8,Teacher,,
Lyon K-8,Principal Middle,,
Lyon K-8,Specialist (BTU),,
Lyon K-8,SpEd Support Svcs Coordinator,,
Lyon K-8,Prin Clerk/School Sec 19,,
Lyon K-8,Community Field Coordinator,,
Lyon K-8,Paraprofessional,,
Lyon K-8,Staff Asst (B),,
Lyon K-8,Lead Satellite Attendant B,,
Lyon K-8,Cluster Substitute,,
Lyon K-8,Nurse,,
Lyon K-8,Employment Agreement,,
Lyon Pilot High 9-12,Headmaster,,
Lyon Pilot High 9-12,Specialist (BTU),,
Lyon Pilot High 9-12,Asst Headmaster,,
Lyon Pilot High 9-12,Guidance Counselor(1),,
Lyon Pilot High 9-12,Teacher,,
Lyon Pilot High 9-12,Librarian,,
Lyon Pilot High 9-12,Nurse,,
Lyon Pilot High 9-12,Paraprofessional,,
Lyon Pilot High 9-12,Security Para,,
Lyon Pilot High 9-12,Staff Asst (B),,
Lyon Pilot High 9-12,Prin Clerk/School Sec 19,,
Lyon Pilot High 9-12,Lead Satellite Attendant B,,
Margarita Muniz Academy,Headmaster,,
Margarita Muniz Academy,Teacher,,
Margarita Muniz Academy,Manager (C) (non-ac),,
Margarita Muniz Academy,Nurse,,
Margarita Muniz Academy,Director (D) (non-ac),,
Margarita Muniz Academy,Director (C),,
Margarita Muniz Academy,Prin Clerk/School Sec 19,,
Margarita Muniz Academy,Community Field Coordinator,,
Margarita Muniz Academy,Cafeteria Manager 12,,
Margarita Muniz Academy,Staff Asst (A),,
Margarita Muniz Academy,Part-Time Cafeteria Attendant,,
Mattahunt Elementary School,Teacher,,
Mattahunt Elementary School,Principal Elementary,,
Mattahunt Elementary School,Specialist (BTU),,
Mattahunt Elementary School,Director (D),,
Mattahunt Elementary School,Nurse,,
Mattahunt Elementary School,Community Field Coordinator,,
Mattahunt Elementary School,Surround Care Paraprofessional,,
Mattahunt Elementary School,Cafeteria Manager 10,,
Mattahunt Elementary School,Prin Clerk/School Sec 19,,
Mattahunt Elementary School,Part-Time Cafeteria Attendant,,
Mattahunt Elementary School,Lunch Hour Monitors,,
Mayor's Office,Mayor,,
Mayor's Office,Chief Of Staff,,
Mayor's Office,Chief Policy & Planning,,
Mayor's Office,Chief Of Operations,,
Mayor's Office,Chief Communications Offcr,,
Mayor's Office,Special Assistant,,
Mayor's Office,Spec Asst IV,,
Mayor's Office,Chief Diversity Officer,,
Mayor's Office,Spec Asst II,,
Mayor's Office,Project Mngr III,,
Mayor's Office,Staff Asst-Photogrpher,,
Mayor's Office,Admin Asst III,,
Mayor's Office,Spec Asst I,,
Mayor's Office,Staff Asst IV,,
Mayor's Office,Temporary Mayoral  Staff,,
Mayor's Office,Staff Asst III,,
Mayor's Office,Exec Dir,,
Mayor's Office,Staff Asst II,,
Mayor's Office,Admin Asst,,
Mayor's Office,Diversity Outreach Officer,,
Mayor's Office,Staff Asst,,
Mayor's Office,Employment Agreement,,
Mayor's Office,Staff Asst I,,
Mayor's Office,Program Coordinator,,
Mildred Avenue K-8,Teacher,,
Mildred Avenue K-8,Principal Middle,,
Mildred Avenue K-8,Nurse,,
Mildred Avenue K-8,Director (D),,
Mildred Avenue K-8,SpEd Support Svcs Coordinator,,
Mildred Avenue K-8,Swimming Instructor,,
Mildred Avenue K-8,Community Field Coordinator,,
Mildred Avenue K-8,Prin Clerk/School Sec 19,,
Mildred Avenue K-8,Fam & Comm Outreach Coord,,
Mildred Avenue K-8,Paraprofessional,,
Mildred Avenue K-8,Cafeteria Manager14,,
Mildred Avenue K-8,Security Para,,
Mildred Avenue K-8,Library Paraprofessional,,
Mildred Avenue K-8,Cluster Substitute,,
Mildred Avenue K-8,Part-Time Cafeteria Attendant,,
Mildred Avenue K-8,Employment Agreement,,
Mildred Avenue K-8,Lunch Hour Monitors,,
Mission Hill K-8,Teacher,,
Mission Hill K-8,Principal Middle,,
Mission Hill K-8,Community Field Coordinator,,
Mission Hill K-8,Paraprofessional,,
Mission Hill K-8,Prin Clerk/School Sec 19,,
Mission Hill K-8,Lunch Hour Monitors,,
Mission Hill K-8,Before/After School Support,,
Neighborhood Development,Dir,,
Neighborhood Development,Dep Dir,,
Neighborhood Development,Dir of Asset & Prog Strategy,,
Neighborhood Development,Assoc Deputy Director,,
Neighborhood Development,Dir of Legal Unit,,
Neighborhood Development,Policy Advisor,,
Neighborhood Development,Dir-Marketing,,
Neighborhood Development,Asst Dir (DND),,
Neighborhood Development,Sr Developer,,
Neighborhood Development,Sr Project Manager (DND),,
Neighborhood Development,Sr Housing Develop Offcr,,
Neighborhood Development,Asst Dir,,
Neighborhood Development,Sr Budget Manager,,
Neighborhood Development,Construction&DesignServMangr,,
Neighborhood Development,Asst Dir for Compliance-Loans,,
Neighborhood Development,Dir of Operations,,
Neighborhood Development,Construction Manager,,
Neighborhood Development,Sr Project Manager,,
Neighborhood Development,Operations Manager,,
Neighborhood Development,Special Assistant (DND),,
Neighborhood Development,Sr Program Manager,,
Neighborhood Development,Manager of Research & Dev,,
Neighborhood Development,HMIS Administrator,,
Neighborhood Development,Property Manager,,
Neighborhood Development,Housing Development Offcr,,
Neighborhood Development,Sr Communications Spec,,
Neighborhood Development,Project Mngr,,
Neighborhood Development,Sr Compliance Officer,,
Neighborhood Development,Finance Manager,,
Neighborhood Development,Accounting Manager,,
Neighborhood Development,Controller,,
Neighborhood Development,Construction Specialist II,,
Neighborhood Development,Budget Manager,,
Neighborhood Development,Program Mngr,,
Neighborhood Development,Dir-Public/Media Relations,,
Neighborhood Development,Sr Account Specialist,,
Neighborhood Development,Reasearch & Development Anl,,
Neighborhood Development,Records Mngr,,
Neighborhood Development,Contruction Specialist I,,
Neighborhood Development,Architect,,
Neighborhood Development,Accountant,,
Neighborhood Development,Construction Supervisor,,
Neighborhood Development,Special Assistant,,
Neighborhood Development,HMIS Coordinator,,
Neighborhood Development,Computer Specialist,,
Neighborhood Development,Compliance Monitor,,
Neighborhood Development,Procurement Officer,,
Neighborhood Development,Housing Crisis Case Coord,,
Neighborhood Development,Program Asst,,
Neighborhood Development,Financial Analyst,,
Neighborhood Development,Loan Monitor,,
Neighborhood Development,Admin Asst,,
Neighborhood Development,Legal Secretary,,
Neighborhood Development,Communication Spec,,
Neighborhood Development,Business Analyst/Product Owner,,
Neighborhood Development,Advisor to the Chief of DND,,
Neighborhood Development,Intern I,,
Neighborhood Services,Chief of Civic Engagement,,
Neighborhood Services,Dir of Policy,,
Neighborhood Services,Asst Dir,,
Neighborhood Services,Staff Asst IV,,
Neighborhood Services,Exec Asst(Office Manager),,
Neighborhood Services,Spec Asst II,,
Neighborhood Services,Staff Asst II,,
Neighborhood Services,Coord,,
Neighborhood Services,Staff Asst I,,
Neighborhood Services,Staff Asst,,
Neighborhood Services,Admin Asst,,
Neighborhood Services,Staff Aide,,
Neighborhood Services,Student Intern,,
Newcomers Academy,Teacher,,
Newcomers Academy,Program Director Basas 11,,
Newcomers Academy,Guidance Counselor(1),,
Newcomers Academy,Community Field Coordinator,,
Newcomers Academy,Coord-Manager (C),,
Newcomers Academy,Security Para,,
Newcomers Academy,Cluster Substitute,,
Office of Admin & Finance,Special Advisor,,
Office of Admin & Finance,Chief of Staff,,
Office of Admin & Finance,"Proj Mgr,Alternative Financing",,
Office of Admin & Finance,Data Proc Systems Analyst,,
Office of Admin & Finance,Admin Asst,,
Office of Admin & Finance,Staff Asst III,,
Office of Admin & Finance,Student Intern,,
Office of Arts & Culture,Arts Commissioner,,
Office of Arts & Culture,Spec Asst I,,
Office of Arts & Culture,Exec Asst(Office Manager),,
Office of Arts & Culture,Dir of Planning and Policy,,
Office of Arts & Culture,Special Assistant,,
Office of Arts & Culture,Project Mngr,,
Office of Arts & Culture,Staff Asst IV,,
Office of Arts & Culture,Project Dir,,
Office of Arts & Culture,Staff Asst II,,
Office of Arts & Culture,Staff Asst I,,
Office of Arts & Culture,Staff Asst,,
Office of Arts & Culture,Employment Agreement,,
Office of Economic Development,Chief of Economic Development,,
Office of Economic Development,Director,,
Office of Economic Development,Dir of Business Strategy,,
Office of Economic Development,Dir-EconomicDevelopmentPolicy,,
Office of Economic Development,Prin Admin Asst,,
Office of Economic Development,Dir of Outreach & Engagement,,
Office of Economic Development,Design Services Manager,,
Office of Economic Development,Sr Neigh Business Mgr,,
Office of Economic Development,Dep Dir,,
Office of Economic Development,Sr Program Manager,,
Office of Economic Development,Staff Asst IV,,
Office of Economic Development,International Partnerships Mgr,,
Office of Economic Development,Sr Research Analyst (BRJP),,
Office of Economic Development,Sr Admin Asst,,
Office of Economic Development,Prin Research Analyst,,
Office of Economic Development,Sr Business Manager,,
Office of Economic Development,International Bus Strategy Mgr,,
Office of Economic Development,Neigh Business Manager,,
Office of Economic Development,Operations Specialist,,
Office of Economic Development,Operations Manager,,
Office of Economic Development,Sr Admin Anl,,
Office of Economic Development,Admin Asst (M/Wbe),,
Office of Economic Development,Life Technology Industry Mgr,,
Office of Economic Development,EconomicDevelopPolicyAnalyst,,
Office of Economic Development,Program Asst,,
Office of Economic Development,Admin Asst,,
Office of Economic Development,Staff Asst I,,
Office of Economic Development,Prin Clerk,,
Office of Economic Development,Prin Accountant,,
Office of Streets,Chief Public Works & Transport,,
Office of Streets,Human Resources Dir,,
Office of Streets,Prin Admin Asst(Btd),,
Office of Streets,Sr Admin Asst (Pwd),,
Office of Streets,Sr Data Proc Sys Anl,,
Office of Streets,Prin Admin Asst,,
Office of Streets,Management Analyst(Pwd),,
Office of Streets,Admin Asst,,
Office of Streets,Constituent Rel&Soc Med Spec,,
Office of Streets,Director,,
Office of Streets,Sr Admin Asst (Admin Br),,
Office of Streets,Supv Of Contracts (PWD),,
Office of Streets,Prin Research Analyst,,
Office of Streets,Trans Program Planner III,,
Office of Streets,Utilities Permitting Agent,,
Office of Streets,Admin Anl,,
Office of Streets,Admin Asst (Pwd),,
Office of Streets,Admin Secretary,,
Office of Streets,Sr Personnel Officer,,
Office of Tourism,Director,,
Office of Tourism,Dir of Administration&Finance,,
Office of Tourism,Staff Asst,,
Office of Tourism,Staff Asst II,,
Office of Tourism,Technical Manager,,
Office of Tourism,Staff Asst I,,
Office of Tourism,Production/Stage Manager,,
Office of Tourism,Admin Asst,,
Office of Tourism,Staff Asst III,,
Office of Tourism,Project Asst,,
P. A. Shaw Elementary,Teacher,,
P. A. Shaw Elementary,SpEd Support Svcs Coordinator,,
P. A. Shaw Elementary,Principal Elementary,,
P. A. Shaw Elementary,Prin Clerk/School Sec 19,,
P. A. Shaw Elementary,Community Field Coordinator,,
P. A. Shaw Elementary,Nurse,,
P. A. Shaw Elementary,Paraprofessional,,
