,Fiscal Year,Fund Number,Fund Name,Cabinet/Secretariat Name,Department Code,Department Name,Appropriation/Account Number,Appropriation/Account Name,Beginning Balance/Prior Appropriation Continued (PAC),Original Enacted Budget (General Appropriation Act),Supplemental Budget Appropriations,Transfer In,Transfer Out,Authorized Retained Revenue Floor,Authorized Retained Revenue Ceiling,Retained Revenue Estimate,Retained Revenue Collected,Planned Savings (9C Spending Cut),Total Enacted Budget Appropriation,Other Statutorily Authorized Spending,Total Available for Spending,Total Expenses,Balance Forward/Prior Appropriation Continued (PAC),Unexpended/Reverted
24897,2020,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,28100100,STATE PARKS AND RECREATION,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
26133,2020,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,89101100,MIDDLESEX PRISON INDUSTRIES RETAINED,0,0,0,0,0,0,75000,75000,270,0,0,,270,0,0,270
26464,2020,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,1936,0,0,0,0,0,0,0,,1936,0,0,1936
26635,2020,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,89100105,WORCESTER COUNTY CORRECTIONS,0,48933647,0,19646252.57,12144574.57,0,0,0,0,0,48933647,,56435325,55689073.69,0,746251.31
28541,2020,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,3300613,CSG Reserve,0,0,0,110350.74,350.74,0,0,0,0,0,0,,110000,108969.44,0,1030.56
28542,2020,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,2147835,3010,0,0,0,0,0,0,,2144825,2088952.34,0,55872.66
28570,2020,10,General Fund,SHERIFF DEPARTMENTS,BSD,SHERIFF DEPARTMENT BRISTOL,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,63100,0,0,0,0,0,0,0,,63100,63100,0,0
28596,2020,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,156222,100,0,0,0,0,0,0,,156122,153846.01,0,2275.99
28632,2020,10,General Fund,SHERIFF DEPARTMENTS,SDN,SHERIFF DEPARTMENT NORFOLK,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,1936,0,0,0,0,0,0,0,,1936,1936,0,0
28653,2020,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89100104,Hampden Section 35,0,1000000,0,1000000,1000000,0,0,0,0,0,1000000,,1000000,801969.63,0,198030.37
28662,2020,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,1641139.8,125717.8,0,0,0,0,0,0,,1515422,1506013.17,0,9408.83
28675,2020,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89101020,Hampden Sheriff Inmate Transfers,0,608835,0,0,0,0,,0,0,0,608835,,608835,597690.2,0,11144.8
28707,2020,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,77200,0,0,0,0,0,0,0,,77200,77200,0,0
28717,2020,10,General Fund,SHERIFF DEPARTMENTS,SDP,SHERIFF DEPARTMENT PLYMOUTH,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,56200,0,0,0,0,0,0,0,,56200,54712.21,0,1487.79
28784,2020,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89101000,HAMPDEN PRISON INDUSTRIES RETAINED,0,0,0,0,0,0,2991332,2991332,2991332,0,0,,2991332,2951929.06,0,39402.94
28814,2020,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,131196,0,0,0,0,0,0,0,,131196,128682.67,0,2513.33
28850,2020,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,360101.08,58428.08,0,0,0,0,0,0,,301673,260142.6,0,41530.4
28958,2020,10,General Fund,SHERIFF DEPARTMENTS,SDA,SHERIFFS DEPARTMENT ASSOCIATION,89107110,MASS SHERIFF'S ASSOCIATION Operations,0,461742,0,690,0,0,,0,0,0,461742,,462432,344873.23,0,117558.77
29013,2020,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,685496,850,0,0,0,0,0,0,,684646,676034.84,0,8611.16
29069,2020,10,General Fund,SHERIFF DEPARTMENTS,SDD,SHERIFF DEPARTMENT DUKES,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,80438.29,30438.29,0,0,0,0,0,0,,50000,50000,0,0
29176,2020,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,89500001,PAROLE BOARD,0,0,0,10000,0,0,0,0,0,0,0,,10000,0,0,10000
29288,2020,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,89100108,FRANKLIN COUNTY CORRECTIONS,0,17203075,0,2318505.74,300525.74,0,0,0,0,0,17203075,,19221055,19000186.44,0,220868.56
29304,2020,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,170221.74,6192.74,0,0,0,0,0,0,,164029,163332.89,0,696.11
29341,2020,10,General Fund,SHERIFF DEPARTMENTS,SDN,SHERIFF DEPARTMENT NORFOLK,89108630,Norfolk Sheriff Community Programs Retained Revenue,0,0,0,0,0,0,225000,225000,44722.88,0,0,,44722.88,44276.07,0,446.81
29349,2020,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,89100110,HAMPSHIRE COUNTY CORRECTIONS,0,14884490,0,1293770,28000,0,0,0,0,0,14884490,,16150260,15776045.56,0,374214.44
29362,2020,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,70660040,Bridges to College,5214.05,0,0,104415.26,52207.63,0,0,0,0,0,0,,57421.68,34036.35,23385.33,0
29363,2020,10,General Fund,SHERIFF DEPARTMENTS,NSD,SHERIFF DEPARTMENT NANTUCKET,89108500,Nantucket Sheriff's Department,0,780731,0,582184.63,808674.82,0,0,0,0,0,780731,,554240.81,502940.41,0,51300.4
29365,2020,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,89100145,BERKSHIRE SHERIFF'S DEPARTMENT,0,18512496,0,614457,0,0,0,0,0,0,18512496,,19126953,18879532.47,0,247420.53
29374,2020,10,General Fund,SHERIFF DEPARTMENTS,SDC,SHERIFF DEPARTMENT BARNSTABLE,89108200,Barnstable Sheriff's Department,0,29562173,0,6836058.95,5625496.95,0,0,0,0,0,29562173,,30772735,30183270.35,0,589464.65
29397,2020,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89100102,HAMPDEN COUNTY CORRECTIONS,0,75662572,0,36500468,29950400,0,0,0,0,0,75662572,,82212640,79569341.7,0,2643298.3
29539,2020,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,89100445,BERKSHIRE SHERIFF'S RETAINED REVENUE,0,0,0,0,0,0,400000,400000,390717.27,0,0,,390717.27,381847.77,0,8869.5
524,2019,10,General Fund,SHERIFF DEPARTMENTS,SDC,SHERIFF DEPARTMENT BARNSTABLE,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,46430,0,0,0,0,0,0,0,,46430,35824.22,0,10605.78
1133,2019,10,General Fund,SHERIFF DEPARTMENTS,BSD,SHERIFF DEPARTMENT BRISTOL,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,116415.22,0.22,0,0,0,0,0,0,,116415,116393.05,0,21.95
1712,2019,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,138922,0,0,0,0,0,0,0,,138922,137603.49,0,1318.51
1879,2019,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,951201,207200,0,0,0,0,0,0,,744001,707116.33,0,36884.67
2861,2019,10,General Fund,SHERIFF DEPARTMENTS,NSD,SHERIFF DEPARTMENT NANTUCKET,89108500,Nantucket Sheriff's Department,0,773001,0,110508.38,338017.77,0,0,0,0,0,773001,,545491.61,539230.65,0,6260.96
3371,2019,10,General Fund,SHERIFF DEPARTMENTS,SDC,SHERIFF DEPARTMENT BARNSTABLE,89108500,Nantucket Sheriff's Department,0,0,0,231744.76,4235.37,0,0,0,0,0,0,,227509.39,221282.11,0,6227.28
4003,2019,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,89100145,BERKSHIRE SHERIFF'S DEPARTMENT,0,18141414,0,940190.15,12857.75,0,0,0,0,0,18141414,,19068746.4,19064135.53,0,4610.87
4004,2019,10,General Fund,SHERIFF DEPARTMENTS,SDN,SHERIFF DEPARTMENT NORFOLK,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,909878.5,20605.5,0,0,0,0,0,0,,889273,858558.84,0,30714.16
4376,2019,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,70660040,Bridges to College,0,0,0,113313,87162.63,0,0,0,0,0,0,,26150.37,20911.32,5214.05,25
4625,2019,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,89100619,ESSEX SHERIFF'S DEPARTMENT,0,54866216,0,25028948.05,6163139.3,0,0,0,0,0,54866216,,73732024.75,74425742,0,-693717.25
5194,2019,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,1415,0,0,0,0,0,0,0,,1415,1415,0,0
6151,2019,10,General Fund,SHERIFF DEPARTMENTS,BSD,SHERIFF DEPARTMENT BRISTOL,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,63100,0,0,0,0,0,0,0,,63100,63100,0,0
6291,2019,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,116415,0,0,0,0,0,0,0,,116415,114525.41,0,1889.59
7310,2019,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,2106272,1738,0,0,0,0,0,0,,2104534,2058977.85,0,45556.15
8371,2019,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,61415,0,0,0,0,0,0,0,,61415,40043.04,0,21371.96
8490,2019,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,181990,23575,0,0,0,0,0,0,,158415,152436.81,0,5978.19
9759,2019,10,General Fund,SHERIFF DEPARTMENTS,SDA,SHERIFFS DEPARTMENT ASSOCIATION,89107110,MASS SHERIFF'S ASSOCIATION Operations,0,461742,0,0,0,0,,0,0,0,461742,,461742,369433.31,0,92308.69
9911,2019,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,77200,0,0,0,0,0,0,0,,77200,77200,0,0
10536,2019,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,28100100,STATE PARKS AND RECREATION,0,0,0,9155.7,0,0,0,0,0,0,0,,9155.7,7121.1,0,2034.6
11118,2019,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,52500,0,0,0,0,0,0,0,,52500,52417.15,0,82.85
11337,2019,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89101010,Hampden Sheriff Regional Mental Health Stab. Unit,0,1091246,0,87784.3,35527,0,0,0,0,0,1091246,,1143503.3,1141697.76,0,1805.54
11939,2019,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,89100106,Reimbursement from Housing,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0
12002,2019,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,89100108,FRANKLIN COUNTY CORRECTIONS,0,16273632,0,3246436.82,1189587.82,0,0,0,0,0,16273632,,18330481,18644975.97,0,-314494.97
12531,2019,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,1658912.64,170969.64,0,0,0,0,0,0,,1487943,1477823.27,0,10119.73
12961,2019,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,89100446,Berkshire Retained Revenue from Pittsfield Schools,0,0,0,0,0,0,300000,300000,0,0,0,,0,0,0,0
13701,2019,10,General Fund,SHERIFF DEPARTMENTS,SDS,SHERIFF DEPARTMENT SUFFOLK,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,80700,0,0,0,0,0,0,0,,80700,77823.39,0,2876.61
14722,2019,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,28100100,STATE PARKS AND RECREATION,0,0,0,5289.96,0,0,0,0,0,0,0,,5289.96,3865.74,0,1424.22
14951,2019,10,General Fund,SHERIFF DEPARTMENTS,SDN,SHERIFF DEPARTMENT NORFOLK,89108600,Norfolk Sheriff's Department,0,31247971,0,21867131.68,16551564.38,0,0,0,0,0,31247971,,36563538.3,37826497.37,0,-1262959.07
15143,2019,10,General Fund,SHERIFF DEPARTMENTS,SDD,SHERIFF DEPARTMENT DUKES,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,75396.59,25396.59,0,0,0,0,0,0,,50000,50000,0,0
15153,2019,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,89101112,Hampshire Regional Lockup Retained Revenue,0,0,0,3034,0,0,167352,167352,167352,0,0,,170386,170120.81,0,265.19
15280,2019,10,General Fund,SHERIFF DEPARTMENTS,BSD,SHERIFF DEPARTMENT BRISTOL,89108200,Barnstable Sheriff's Department,0,0,0,14479.08,0,0,0,0,0,0,0,,14479.08,14479.08,0,0
15515,2019,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,3300613,CSG Reserve,0,0,0,107000,0,0,0,0,0,0,0,,107000,87528.53,0,19471.47
16980,2019,10,General Fund,SHERIFF DEPARTMENTS,SDN,SHERIFF DEPARTMENT NORFOLK,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,922,0,0,0,0,0,0,0,,922,922,0,0
17213,2019,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,11023309,Bureau of the State House,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
17857,2019,10,General Fund,SHERIFF DEPARTMENTS,SDP,SHERIFF DEPARTMENT PLYMOUTH,82000200,FOR ADMINISTRATION OF TRAINING BY THE,0,0,0,61800.7,0,0,0,0,0,0,0,,61800.7,61800.7,0,0
18257,2019,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,149815,0,0,0,0,0,0,0,,149815,124450.79,0,25364.21
18409,2019,10,General Fund,SHERIFF DEPARTMENTS,BSD,SHERIFF DEPARTMENT BRISTOL,89108300,Bristol Sheriff's Department,0,44622625,0,10715369.72,2180534.72,0,0,0,0,0,44622625,,53157460,53350955.19,0,-193495.19
18589,2019,10,General Fund,SHERIFF DEPARTMENTS,SDC,SHERIFF DEPARTMENT BARNSTABLE,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,61415,0,0,0,0,0,0,0,,61415,60301.56,0,1113.44
18869,2019,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89101000,HAMPDEN PRISON INDUSTRIES RETAINED,0,0,0,91479.65,0,0,2991332,2991332,2766348.39,0,0,,2857828.04,2844364.79,0,13463.25
18993,2019,10,General Fund,SHERIFF DEPARTMENTS,SDD,SHERIFF DEPARTMENT DUKES,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,922,0,0,0,0,0,0,0,,922,922,0,0
19466,2019,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,89101101,Middlesex Sheriff Mental Health Stab Unit,0,900495,0,236587,236587,0,0,0,0,0,900495,,900495,900443.73,0,51.27
19692,2019,10,General Fund,SHERIFF DEPARTMENTS,SDC,SHERIFF DEPARTMENT BARNSTABLE,89108200,Barnstable Sheriff's Department,0,28619478,0,4309705.77,2670079.85,0,0,0,0,0,28619478,,30259103.92,31357826.37,0,-1098722.45
19965,2019,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
20024,2019,10,General Fund,SHERIFF DEPARTMENTS,SDP,SHERIFF DEPARTMENT PLYMOUTH,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,56200,0,0,0,0,0,0,0,,56200,56200,0,0
20493,2019,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89101020,Hampden Sheriff Inmate Transfers,0,595170,0,21638.68,0,0,,0,0,0,595170,,616808.68,616275.16,0,533.52
20787,2019,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,670756,0,0,0,0,0,0,0,,670756,637057.06,0,33698.94
21230,2019,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,70200,0,0,0,0,0,0,0,,70200,70200,0,0
21260,2019,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,279398,23783,0,0,0,0,0,0,,255615,242087.03,0,13527.97
21566,2019,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,51012,0,0,0,0,0,0,0,,51012,50939.53,0,72.47
21590,2019,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,89101100,MIDDLESEX PRISON INDUSTRIES RETAINED,0,0,0,0,0,0,75000,75000,1131,0,0,,1131,0,0,1131
22797,2019,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,89100105,WORCESTER COUNTY CORRECTIONS,0,47488390,0,13607282.52,9398292.75,0,0,0,0,0,47488390,,51697379.77,52412475.68,0,-715095.91
23751,2019,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,3300613,CSG Reserve,0,0,0,110000,0,0,0,0,0,0,0,,110000,106696.48,0,3303.52
23877,2019,10,General Fund,SHERIFF DEPARTMENTS,SDP,SHERIFF DEPARTMENT PLYMOUTH,89108700,Plymouth Sheriff's Department,0,55126638,0,15029314.58,5396886.58,0,0,0,0,0,55126638,,64759066,67217436.5,0,-2458370.5
24020,2019,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,89100110,HAMPSHIRE COUNTY CORRECTIONS,0,14307119,0,1057400,0,0,0,0,0,0,14307119,,15364519,15312726.23,0,51792.77
25315,2019,10,General Fund,SHERIFF DEPARTMENTS,SDN,SHERIFF DEPARTMENT NORFOLK,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,56100,0,0,0,0,0,0,0,,56100,56094.56,0,5.44
25620,2019,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89101030,Western Mass Regional Women's Correction,0,4108309,0,131428.95,0,0,,0,0,0,4108309,,4239737.95,4239332.11,0,405.84
25813,2019,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,89100107,FORMER MIDDLESEX COUNTY CORRECTIONAL,250000,68957823,0,5799600.09,3766506.07,0,0,0,0,0,68957823,,71240917.02,71229710.72,0,11206.3
25817,2019,10,General Fund,SHERIFF DEPARTMENTS,SDD,SHERIFF DEPARTMENT DUKES,89108400,Dukes Sheriff's Department,0,2973969,0,1115229.08,939307.84,0,0,0,0,0,2973969,,3149890.24,3561528.48,0,-411638.24
26375,2019,10,General Fund,SHERIFF DEPARTMENTS,SDP,SHERIFF DEPARTMENT PLYMOUTH,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,1415,0,0,0,0,0,0,0,,1415,1409.86,0,5.14
26934,2019,10,General Fund,SHERIFF DEPARTMENTS,BSD,SHERIFF DEPARTMENT BRISTOL,89108318,Bristol County Sheriff Salary Adjustments,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
27107,2019,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89100102,HAMPDEN COUNTY CORRECTIONS,0,72767019,0,15377140.58,9342233.61,0,0,0,0,0,72767019,,78801925.97,79355993.47,0,-554067.5
27633,2019,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,89100888,Franklin Sheriff Industries RR,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0
27642,2019,10,General Fund,SHERIFF DEPARTMENTS,SDS,SHERIFF DEPARTMENT SUFFOLK,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,144200,0,0,0,0,0,0,0,,144200,109731.63,0,34468.37
27817,2019,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,89100445,BERKSHIRE SHERIFF'S RETAINED REVENUE,0,0,0,0,0,0,400000,400000,395032.94,0,0,,395032.94,395032.94,0,0
27986,2019,10,General Fund,SHERIFF DEPARTMENTS,SDS,SHERIFF DEPARTMENT SUFFOLK,89108800,Suffolk Sheriff's Department,0,106571535,0,14902307.4,6503243.4,0,0,0,0,0,106571535,,114970599,115037950.3,0,-67351.26
1107,2018,10,General Fund,SHERIFF DEPARTMENTS,BSD,SHERIFF DEPARTMENT BRISTOL,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,1550,0,0,0,0,0,0,0,,1550,1549.71,0,0.29
1809,2018,10,General Fund,SHERIFF DEPARTMENTS,SDP,SHERIFF DEPARTMENT PLYMOUTH,82000200,FOR ADMINISTRATION OF TRAINING BY THE,0,0,0,61800.7,0,0,0,0,0,0,0,,61800.7,61779.93,0,20.77
1918,2018,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,52500,0,0,0,0,0,0,0,,52500,52495.58,0,4.42
2195,2018,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,257443,53886,0,0,0,0,0,0,,203557,195983.1,0,7573.9
2297,2018,10,General Fund,SHERIFF DEPARTMENTS,SDC,SHERIFF DEPARTMENT BARNSTABLE,89108200,Barnstable Sheriff's Department,0,28336117,0,4273294.22,3329520.07,0,0,0,0,0,28336117,,29279891.15,29279890.79,0,0.36
3290,2018,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89100102,HAMPDEN COUNTY CORRECTIONS,0,72046553,0,6197377.36,4813243.36,0,0,0,0,0,72046553,,73430687,73430686.66,0,0.34
3799,2018,10,General Fund,SHERIFF DEPARTMENTS,SDN,SHERIFF DEPARTMENT NORFOLK,89108600,Norfolk Sheriff's Department,0,30938585,0,19484900.69,15550963.69,0,0,0,0,0,30938585,,34872522,34872521.53,0,0.47
4335,2018,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,28100100,STATE PARKS AND RECREATION,0,0,0,2028.2,0,0,0,0,0,0,0,,2028.2,1622.56,0,405.64
5561,2018,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89101010,Hampden Sheriff Regional Mental Health Stab. Unit,0,1087493,0,31000,31000,0,0,0,0,0,1087493,,1087493,1039992.09,0,47500.91
5908,2018,10,General Fund,SHERIFF DEPARTMENTS,NSD,SHERIFF DEPARTMENT NANTUCKET,89108500,Nantucket Sheriff's Department,0,765348,0,152637.6,392146.79,0,0,0,0,0,765348,,525838.81,520007.04,0,5831.77
7024,2018,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,1992176.63,91599.63,0,0,0,0,0,0,,1900577,1900490.52,0,86.48
7500,2018,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,115987,0,0,0,0,0,0,0,,115987,53255.54,0,62731.46
7842,2018,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,89100106,Reimbursement from Housing,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0
7925,2018,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,89100145,BERKSHIRE SHERIFF'S DEPARTMENT,0,17813281,0,0,0,0,0,0,0,0,17813281,,17813281,17704323.23,0,108957.77
9061,2018,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,77200,0,0,0,0,0,0,0,,77200,77200,0,0
9343,2018,10,General Fund,SHERIFF DEPARTMENTS,SDS,SHERIFF DEPARTMENT SUFFOLK,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,235598,101108,0,0,0,0,0,0,,134490,128211.93,0,6278.07
