fiscal_year,revenue_category_name,fund_category_name,fund_number,sub_fund,sub_fund_name,fund_name,revenue_class_name,cabinet_name,department_code,department_name,revenue_source,revenue_source_name,revenue_collected,fiscal_period,apd_nm,trans_no,fiscal_period_month,fund_number_fund_name,department_code_department,revenue_source_revenue_source
2019,FEDERAL GRANTS AND REIMBURSE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEDERAL REIMBURSEMENT OPERAT,ATTORNEY GENERAL,AGO,ATTORNEY GENERAL OFFICE,5207,FED OPERAT REIMB-INDIRECT COST,323042,13,Adjustment 1,201901001003AGO,13 (Adjustment 1),General Fund (0010),ATTORNEY GENERAL OFFICE (AGO),FED OPERAT REIMB-INDIRECT COST (5207)
2019,FEDERAL GRANTS AND REIMBURSE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEDERAL REIMBURSEMENT OPERAT,EXECUTIVE OFFICE OF PUBLIC SAFETY & HOMELAND SECURITY,DOC,DEPARTMENT OF CORRECTION,5212,FED-INMATE REIMBURSEMENT,114514.56,2,August,201901001003DOC,02 (August),General Fund (0010),DEPARTMENT OF CORRECTION (DOC),FED-INMATE REIMBURSEMENT (5212)
2019,OTHER REVENUE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,UNCLAIMED DEPOSITS & ESCHEATS,ENVIRONMENTAL AFFAIRS,EQE,DEPARTMENT OF ENVIRONMENTAL PROTECTION,5000,UNCLAIMED DEPOSITS,-3499,10,April,201901001007EQE,10 (April),General Fund (0010),DEPARTMENT OF ENVIRONMENTAL PROTECTION (EQE),UNCLAIMED DEPOSITS (5000)
2019,TAXES,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,TAXES -INSURANCE,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,DOR,DEPARTMENT OF REVENUE,0120,INSURANCE CO LIFE PREM,-53180.86,4,October,201901001001DOR,04 (October),General Fund (0010),DEPARTMENT OF REVENUE (DOR),INSURANCE CO LIFE PREM (0120)
2019,OTHER REVENUE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,MISCELLANEOUS,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,6900,MISC,3081.6,2,August,201901001007SDH,02 (August),General Fund (0010),SHERIFF DEPARTMENT HAMPDEN (SDH),MISC (6900)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,SECRETARY OF STATE,SEC,SECRETARY OF STATE,0554,LIMIT LIAB AMENDMENTS-COMP,132550,6,December,201901001004SEC,06 (December),General Fund (0010),SECRETARY OF STATE (SEC),LIMIT LIAB AMENDMENTS-COMP (0554)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT,REG,DIVISION OF PROFESSIONAL LICENSURE,0521,FEES-REGISTRATION,257343,4,October,201901001004REG,04 (October),General Fund (0010),DIVISION OF PROFESSIONAL LICENSURE (REG),FEES-REGISTRATION (0521)
2019,OTHER FINANCING SOURCES,Budgeted Funds,0010,UIPX,Unemploy. Ins. for payroll Tax,General Fund,FRINGE BENEFIT RECOVERY COST,CTR/FAD ACCOUNTING ENTITIES,CTR,OFFICE OF THE COMPTROLLER,2011,FRINGE FED. GRANTS,-2505366.91,8,February,201901001008CTR,08 (February),General Fund (0010),OFFICE OF THE COMPTROLLER (CTR),FRINGE FED. GRANTS (2011)
2019,OTHER REVENUE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,SALE OF GOODS,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,HLY,SOLDIERS' HOME in HOLYOKE,4531,SALE OF SPECIAL PLATES,41384,2,August,201901001007HLY,02 (August),General Fund (0010),SOLDIERS' HOME in HOLYOKE (HLY),SALE OF SPECIAL PLATES (4531)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,MASSACHUSETTS DEPARTMENT OF TRANSPORTATION,DOT,MASSACHUSETTS DEPARTMENT OF TRANSPORTATION,2203,CMVI COLLECTION /CMNWLTH,400087.05,10,April,201901001004DOT,10 (April),General Fund (0010),MASSACHUSETTS DEPARTMENT OF TRANSPORTATION (DOT),CMVI COLLECTION /CMNWLTH (2203)
2019,OTHER REVENUE,Budgeted Funds,0114,0000,SFUND IS ZERO,Inland Fisheries and Game Fund,MISCELLANEOUS,ENVIRONMENTAL AFFAIRS,FWE,DEPARTMENT OF FISH AND GAME,6900,MISC,3892.09,2,August,201901011407FWE,02 (August),Inland Fisheries and Game Fund (0114),DEPARTMENT OF FISH AND GAME (FWE),MISC (6900)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FINES AND PENALTIES,ENVIRONMENTAL AFFAIRS,DPU,DEPARTMENT OF PUBLIC UTILITIES,2700,FINES AND PENALTIES,452000,10,April,201901001004DPU,10 (April),General Fund (0010),DEPARTMENT OF PUBLIC UTILITIES (DPU),FINES AND PENALTIES (2700)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FINES AND PENALTIES,EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT,DOI,DIVISION OF INSURANCE,2700,FINES AND PENALTIES,87598.57,10,April,201901001004DOI,10 (April),General Fund (0010),DIVISION OF INSURANCE (DOI),FINES AND PENALTIES (2700)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF PUBLIC SAFETY & HOMELAND SECURITY,CME,CHIEF MEDICAL EXAMINER,0630,FEES,248100,8,February,201901001004CME,08 (February),General Fund (0010),CHIEF MEDICAL EXAMINER (CME),FEES (0630)
2019,FEDERAL GRANTS AND REIMBURSE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEDERAL REIMBURSEMENT OPERAT,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,5212,FED-INMATE REIMBURSEMENT,98800,8,February,201901001003SDH,08 (February),General Fund (0010),SHERIFF DEPARTMENT HAMPDEN (SDH),FED-INMATE REIMBURSEMENT (5212)
2019,TAXES,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,TAXES CIGARETTE,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,DOR,DEPARTMENT OF REVENUE,0209,INTERNET CIGARETTE TAX,6340.17,11,May,201901001001DOR,11 (May),General Fund (0010),DEPARTMENT OF REVENUE (DOR),INTERNET CIGARETTE TAX (0209)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,ENVIRONMENTAL AFFAIRS,DCR,DEPARTMENT CONSERVATION AND RECREATION,0531,FEES,4860,10,April,201901001004DCR,10 (April),General Fund (0010),DEPARTMENT CONSERVATION AND RECREATION (DCR),FEES (0531)
2019,FEDERAL GRANTS AND REIMBURSE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEDERAL REIMBURSEMENT OPERAT,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,5284,SSA DATA MATCH FEES,4000,4,October,201901001003SDW,04 (October),General Fund (0010),SHERIFF DEPARTMENT WORCESTER (SDW),SSA DATA MATCH FEES (5284)
2019,TAXES,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,Taxes- Cannabis,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,DOR,DEPARTMENT OF REVENUE,0420,Cannabis Sales Tax,454529.22,7,January,201901001001DOR,07 (January),General Fund (0010),DEPARTMENT OF REVENUE (DOR),Cannabis Sales Tax (0420)
2019,OTHER REVENUE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,MISCELLANEOUS,SHERIFF DEPARTMENTS,BSD,SHERIFF DEPARTMENT BRISTOL,6900,MISC,753839.68,6,December,201901001007BSD,06 (December),General Fund (0010),SHERIFF DEPARTMENT BRISTOL (BSD),MISC (6900)
2019,CHARGEBACK REVENUES,Budgeted Funds,0015,INTG,INTERGOVERNMENTAL SERVICES,Intragovernmental Services Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,MCD,COMMISSION FOR THE DEAF AND HARD OF HEARING,BINT,MCD Reimb Interpreter Services,29416.12,11,May,2019010015CBMCD,11 (May),Intragovernmental Services Fund (0015),COMMISSION FOR THE DEAF AND HARD OF HEARING (MCD),MCD Reimb Interpreter Services (BINT)
2019,CHARGEBACK REVENUES,Budgeted Funds,0015,INTG,INTERGOVERNMENTAL SERVICES,Intragovernmental Services Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DPH,DEPARTMENT OF PUBLIC HEALTH,SOPS,Statewide Office of Pharmacy Services,1285423,13,Adjustment 1,2019010015CBDPH,13 (Adjustment 1),Intragovernmental Services Fund (0015),DEPARTMENT OF PUBLIC HEALTH (DPH),Statewide Office of Pharmacy Services (SOPS)
2019,DEPARTMENTAL,Budgeted Funds,2001,0001,Marijuana Regulation Fund,Marijuana Regulation Fund,FEES,CANNABIS CONTROL COMMISSION,CNB,CANNABIS CONTROL COMMISSION,0532,FEES,20000,8,February,201901200104CNB,08 (February),Marijuana Regulation Fund (2001),CANNABIS CONTROL COMMISSION (CNB),FEES (0532)
2019,TAXES,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,TAXES -INSURANCE,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,DOR,DEPARTMENT OF REVENUE,0121,INSURANCE MARINE,5511,10,April,201901001001DOR,10 (April),General Fund (0010),DEPARTMENT OF REVENUE (DOR),INSURANCE MARINE (0121)
2019,CHARGEBACK REVENUES,Budgeted Funds,0015,INTG,INTERGOVERNMENTAL SERVICES,Intragovernmental Services Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,OSD,DIVISION OF OPERATIONAL SERVICES,BMVM,OSD Motor Vehicle Management,257648.51,8,February,2019010015CBOSD,08 (February),Intragovernmental Services Fund (0015),DIVISION OF OPERATIONAL SERVICES (OSD),OSD Motor Vehicle Management (BMVM)
2019,INVESTMENT EARNINGS,Budgeted Funds,0114,0000,SFUND IS ZERO,Inland Fisheries and Game Fund,INTEREST INCOME,ENVIRONMENTAL AFFAIRS,FWE,DEPARTMENT OF FISH AND GAME,2100,INTEREST,2236.07,8,February,201901011405FWE,08 (February),Inland Fisheries and Game Fund (0114),DEPARTMENT OF FISH AND GAME (FWE),INTEREST (2100)
2019,CHARGEBACK REVENUES,Budgeted Funds,0015,ICAT,EHS-CORE ADMINISTRATION TECH,Intragovernmental Services Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EHS,EXECUTIVE OFFICE OF HEALTH and HUMAN SERVICES,AREV,EHS Revenue Operations,305620,8,February,2019010015CBEHS,08 (February),Intragovernmental Services Fund (0015),EXECUTIVE OFFICE OF HEALTH and HUMAN SERVICES (EHS),EHS Revenue Operations (AREV)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DPH,DEPARTMENT OF PUBLIC HEALTH,3157,RENEWAL LICENSE FEES,738972,2,August,201901001004DPH,02 (August),General Fund (0010),DEPARTMENT OF PUBLIC HEALTH (DPH),RENEWAL LICENSE FEES (3157)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT,REG,DIVISION OF PROFESSIONAL LICENSURE,0500,FEES,43730.91,3,September,201901001004REG,03 (September),General Fund (0010),DIVISION OF PROFESSIONAL LICENSURE (REG),FEES (0500)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,SALE OF GOODS,SECRETARY OF STATE,SEC,SECRETARY OF STATE,4501,BOOKSTORE SALES,33703.76,3,September,201901001004SEC,03 (September),General Fund (0010),SECRETARY OF STATE (SEC),BOOKSTORE SALES (4501)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REVENUE COLLECTIONS BY COURTS,JUDICIARY,TRC,TRIAL COURT,0751,INCREASED FEES RETAINED REV,144141,7,January,201901001004TRC,07 (January),General Fund (0010),TRIAL COURT (TRC),INCREASED FEES RETAINED REV (0751)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,HLY,SOLDIERS' HOME in HOLYOKE,0500,FEES,1540,3,September,201901001004HLY,03 (September),General Fund (0010),SOLDIERS' HOME in HOLYOKE (HLY),FEES (0500)
2019,FEDERAL GRANTS AND REIMBURSE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEDERAL REIMBURSEMENT OPERAT,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,5212,FED-INMATE REIMBURSEMENT,12760,1,July,201901001003HSD,01 (July),General Fund (0010),SHERIFF DEPARTMENT HAMPSHIRE (HSD),FED-INMATE REIMBURSEMENT (5212)
2019,FEDERAL GRANTS AND REIMBURSE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEDERAL REIMBURSEMENT OPERAT,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DPH,DEPARTMENT OF PUBLIC HEALTH,5311,Reimbursement,30382,5,November,201901001003DPH,05 (November),General Fund (0010),DEPARTMENT OF PUBLIC HEALTH (DPH),Reimbursement (5311)
2019,OTHER REVENUE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,MISCELLANEOUS,EXECUTIVE OFFICE OF EDUCATION,RGT,DEPARTMENT OF HIGHER EDUCATION,6940,MISC -SCHOLARSHIP,454392.19,9,March,201901001007RGT,09 (March),General Fund (0010),DEPARTMENT OF HIGHER EDUCATION (RGT),MISC -SCHOLARSHIP (6940)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT,DOB,DIVISION OF BANKS,0551,CONSUMER CREDIT FEES,11830,5,November,201901001004DOB,05 (November),General Fund (0010),DIVISION OF BANKS (DOB),CONSUMER CREDIT FEES (0551)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DPH,DEPARTMENT OF PUBLIC HEALTH,3505,REIMB-BOARD AND CARE 3RD PARTY,434555.25,5,November,201901001004DPH,05 (November),General Fund (0010),DEPARTMENT OF PUBLIC HEALTH (DPH),REIMB-BOARD AND CARE 3RD PARTY (3505)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DPH,DEPARTMENT OF PUBLIC HEALTH,3025,LICENSES-MEAT & POULTRY ESTABL,3000,1,July,201901001004DPH,01 (July),General Fund (0010),DEPARTMENT OF PUBLIC HEALTH (DPH),LICENSES-MEAT & POULTRY ESTABL (3025)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT,DOI,DIVISION OF INSURANCE,3135,LICENSES-BROKERS,1105125,10,April,201901001004DOI,10 (April),General Fund (0010),DIVISION OF INSURANCE (DOI),LICENSES-BROKERS (3135)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DPH,DEPARTMENT OF PUBLIC HEALTH,0525,FEES,166570,3,September,201901001004DPH,03 (September),General Fund (0010),DEPARTMENT OF PUBLIC HEALTH (DPH),FEES (0525)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF EDUCATION,HCC,HOLYOKE COMMUNITY COLLEGE,0530,FEES-TUITION,466405.81,11,May,201901001004HCC,11 (May),General Fund (0010),HOLYOKE COMMUNITY COLLEGE (HCC),FEES-TUITION (0530)
2019,ASSESSMENTS,Budgeted Funds,0103,0000,Zero Subfund for 0103 Fund,Commonwealth Transportation Fund,SPECIAL ASSESSMENTS,EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT,DOI,DIVISION OF INSURANCE,4819,ASSESSMENT-MERIT RATING,1354997.55,7,January,201901010302DOI,07 (January),Commonwealth Transportation Fund (0103),DIVISION OF INSURANCE (DOI),ASSESSMENT-MERIT RATING (4819)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DPH,DEPARTMENT OF PUBLIC HEALTH,0601,Disclosure Fee,14000,5,November,201901001004DPH,05 (November),General Fund (0010),DEPARTMENT OF PUBLIC HEALTH (DPH),Disclosure Fee (0601)
2019,FEDERAL GRANTS AND REIMBURSE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEDERAL REIMBURSEMENT OPERAT,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DYS,DEPARTMENT OF YOUTH SERVICES,5202,FED OPERAT REIMB-MED TLE XIX,587922,9,March,201901001003DYS,09 (March),General Fund (0010),DEPARTMENT OF YOUTH SERVICES (DYS),FED OPERAT REIMB-MED TLE XIX (5202)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,WEL,DEPARTMENT OF TRANSITIONAL ASSISTANCE,3500,REIMBURSEMENTS,231871.43,6,December,201901001004WEL,06 (December),General Fund (0010),DEPARTMENT OF TRANSITIONAL ASSISTANCE (WEL),REIMBURSEMENTS (3500)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FINES AND PENALTIES,ENVIRONMENTAL AFFAIRS,EQE,DEPARTMENT OF ENVIRONMENTAL PROTECTION,2703,FINES-PENALTIES -EQE,149000.22,10,April,201901001004EQE,10 (April),General Fund (0010),DEPARTMENT OF ENVIRONMENTAL PROTECTION (EQE),FINES-PENALTIES -EQE (2703)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,SECRETARY OF STATE,SEC,SECRETARY OF STATE,0624,LIMIT LIAB AMENDMENTS-PARTSHP,1100,3,September,201901001004SEC,03 (September),General Fund (0010),SECRETARY OF STATE (SEC),LIMIT LIAB AMENDMENTS-PARTSHP (0624)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT,OCD,DEPT OF HOUSING AND COMMUNITY DEVELOPMENT,0500,FEES,154319,11,May,201901001004OCD,11 (May),General Fund (0010),DEPT OF HOUSING AND COMMUNITY DEVELOPMENT (OCD),FEES (0500)
2019,DEPARTMENTAL,Budgeted Funds,0103,ABP1,Recovery Zone Special Obligation Bonds,Commonwealth Transportation Fund,FEES,MASSACHUSETTS DEPARTMENT OF TRANSPORTATION,DOT,MASSACHUSETTS DEPARTMENT OF TRANSPORTATION,0502,MV REGISTRATION,46159364.2,11,May,201901010304DOT,11 (May),Commonwealth Transportation Fund (0103),MASSACHUSETTS DEPARTMENT OF TRANSPORTATION (DOT),MV REGISTRATION (0502)
2019,OTHER FINANCING SOURCES,Budgeted Funds,0011,0000,Zero Subfund for 0011 Fund,Commonwealth Stabilization Fund,OPERATING TRANSFERS IN,CTR/FAD ACCOUNTING ENTITIES,CTR,OFFICE OF THE COMPTROLLER,9210,Transfer- Cat 1 Licensee Gaming Revenue,531456.24,6,December,201901001108CTR,06 (December),Commonwealth Stabilization Fund (0011),OFFICE OF THE COMPTROLLER (CTR),Transfer- Cat 1 Licensee Gaming Revenue (9210)
2019,FEDERAL GRANTS AND REIMBURSE,Budgeted Funds,0114,0000,SFUND IS ZERO,Inland Fisheries and Game Fund,FEDERAL REIMBURSEMENT OPERAT,ENVIRONMENTAL AFFAIRS,FWE,DEPARTMENT OF FISH AND GAME,5235,FED OPERAT-WILDLIFE RESTORATN,1983153.73,9,March,201901011403FWE,09 (March),Inland Fisheries and Game Fund (0114),DEPARTMENT OF FISH AND GAME (FWE),FED OPERAT-WILDLIFE RESTORATN (5235)
2019,ASSESSMENTS,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,SPECIAL ASSESSMENTS,EXECUTIVE OFFICE OF PUBLIC SAFETY & HOMELAND SECURITY,DFS,DEPARTMENT OF FIRE SERVICES,4838,ASSESSMENT FOR APPRN REIMBUSMT,22741086.88,10,April,201901001002DFS,10 (April),General Fund (0010),DEPARTMENT OF FIRE SERVICES (DFS),ASSESSMENT FOR APPRN REIMBUSMT (4838)
2019,OTHER REVENUE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,MISCELLANEOUS,CTR/FAD ACCOUNTING ENTITIES,CTR,OFFICE OF THE COMPTROLLER,6900,MISC,-1483.42,7,January,201901001007CTR,07 (January),General Fund (0010),OFFICE OF THE COMPTROLLER (CTR),MISC (6900)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,COMMISSION AGAINST DISCRIMINATION,CAD,COMMISSION AGAINST DISCRIMINATION,0630,FEES,210,11,May,201901001004CAD,11 (May),General Fund (0010),COMMISSION AGAINST DISCRIMINATION (CAD),FEES (0630)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT,DOI,DIVISION OF INSURANCE,3136,LICENSES-COMPANIES,2550,7,January,201901001004DOI,07 (January),General Fund (0010),DIVISION OF INSURANCE (DOI),LICENSES-COMPANIES (3136)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF PUBLIC SAFETY & HOMELAND SECURITY,DFS,DEPARTMENT OF FIRE SERVICES,0613,FEES-BLASTING OPERATIONS,880,4,October,201901001004DFS,04 (October),General Fund (0010),DEPARTMENT OF FIRE SERVICES (DFS),FEES-BLASTING OPERATIONS (0613)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT,TAC,DEPARTMENT of TELECOMMUNICATION and CABLE,0631,FEES-FILINGS,660,12,June,201901001004TAC,12 (June),General Fund (0010),DEPARTMENT of TELECOMMUNICATION and CABLE (TAC),FEES-FILINGS (0631)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,SECRETARY OF STATE,SEC,SECRETARY OF STATE,0583,FEES-AMENDMENTS,462787.85,9,March,201901001004SEC,09 (March),General Fund (0010),SECRETARY OF STATE (SEC),FEES-AMENDMENTS (0583)
2019,OTHER FINANCING SOURCES,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,OPERATING TRANSFERS IN,TREASURER & RECEIVER GENERAL,LOT,LOTTERY AND GAMING COMMISSION,9063,REIM GEN FD ARTS LOTTERY COUNC,1125000,5,November,201901001008LOT,05 (November),General Fund (0010),LOTTERY AND GAMING COMMISSION (LOT),REIM GEN FD ARTS LOTTERY COUNC (9063)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,EXECUTIVE OFFICE OF PUBLIC SAFETY & HOMELAND SECURITY,POL,DEPARTMENT OF STATE POLICE,3063,LICENSE-SPECIAL POLICE OFFICER,4550,4,October,201901001004POL,04 (October),General Fund (0010),DEPARTMENT OF STATE POLICE (POL),LICENSE-SPECIAL POLICE OFFICER (3063)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT,DOI,DIVISION OF INSURANCE,0522,CERTIFICATION,2380,7,January,201901001004DOI,07 (January),General Fund (0010),DIVISION OF INSURANCE (DOI),CERTIFICATION (0522)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,EXECUTIVE OFFICE OF PUBLIC SAFETY & HOMELAND SECURITY,DFS,DEPARTMENT OF FIRE SERVICES,3000,LICENSES,36345,7,January,201901001004DFS,07 (January),General Fund (0010),DEPARTMENT OF FIRE SERVICES (DFS),LICENSES (3000)
2019,TAXES,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,TAXES MISCELLANEOUS,EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT,DOI,DIVISION OF INSURANCE,0557,FEES-SPECIAL INSURANCE BROKERS,129971.43,2,August,201901001001DOI,02 (August),General Fund (0010),DIVISION OF INSURANCE (DOI),FEES-SPECIAL INSURANCE BROKERS (0557)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,STATE LOTTERY,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,4586,SALES-PRISON GOODS,444247.22,10,April,201901001004SDH,10 (April),General Fund (0010),SHERIFF DEPARTMENT HAMPDEN (SDH),SALES-PRISON GOODS (4586)
2019,CHARGEBACK REVENUES,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,DCP,CAPITAL ASSET MANAGEMENT and MAINTENANCE DIVISION,BFAC,MITC Operations,793045.08,12,June,2019010010CBDCP,12 (June),General Fund (0010),CAPITAL ASSET MANAGEMENT and MAINTENANCE DIVISION (DCP),MITC Operations (BFAC)
2019,DEPARTMENTAL,Budgeted Funds,0114,0000,SFUND IS ZERO,Inland Fisheries and Game Fund,LICENSE AND PERMITS,ENVIRONMENTAL AFFAIRS,FWE,DEPARTMENT OF FISH AND GAME,3042,"LICENSES-TAKING BAIT,SHINER",1425,9,March,201901011404FWE,09 (March),Inland Fisheries and Game Fund (0114),DEPARTMENT OF FISH AND GAME (FWE),"LICENSES-TAKING BAIT,SHINER (3042)"
2019,FEDERAL GRANTS AND REIMBURSE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEDERAL REIMBURSEMENT OPERAT,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DSS,DEPARTMENT OF CHILDREN AND FAMILIES,5260,FED TILE IV-E FED REV FOSTER C,7198887,1,July,201901001003DSS,01 (July),General Fund (0010),DEPARTMENT OF CHILDREN AND FAMILIES (DSS),FED TILE IV-E FED REV FOSTER C (5260)
2019,OTHER REVENUE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,MISCELLANEOUS,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EHS,EXECUTIVE OFFICE OF HEALTH and HUMAN SERVICES,6900,MISC,135149.62,13,Adjustment 1,201901001007EHS,13 (Adjustment 1),General Fund (0010),EXECUTIVE OFFICE OF HEALTH and HUMAN SERVICES (EHS),MISC (6900)
